symbol,date,open,high,low,close,volume
NZDUSD,2025-05-27,0.59978,0.60058,0.59394,0.59468,146945
NZDUSD,2025-05-26,0.59817,0.60308,0.59769,0.59978,116722
NZDUSD,2025-05-25,0.59913,0.60332,0.59823,0.60226,43723
NZDUSD,2025-05-23,0.58972,0.59887,0.58915,0.59806,161586
NZDUSD,2025-05-22,0.59378,0.59408,0.58935,0.58972,335570
NZDUSD,2025-05-21,0.59248,0.5967,0.59145,0.59378,177553
NZDUSD,2025-05-20,0.59294,0.59313,0.58934,0.59248,153576
NZDUSD,2025-05-19,0.58825,0.59318,0.58714,0.59294,157543
NZDUSD,2025-05-18,0.58837,0.59004,0.58785,0.5889,43614
NZDUSD,2025-05-16,0.58736,0.59174,0.58643,0.5875,133963
NZDUSD,2025-05-15,0.58976,0.59153,0.58597,0.58736,305296
NZDUSD,2025-05-14,0.59348,0.5968,0.58921,0.58976,174463
NZDUSD,2025-05-13,0.58537,0.59415,0.58452,0.59348,153270
NZDUSD,2025-05-12,0.5918,0.59395,0.58457,0.58537,215242
NZDUSD,2025-05-11,0.59102,0.59326,0.59102,0.59287,44228
NZDUSD,2025-05-09,0.59042,0.592,0.58698,0.5905,136302
NZDUSD,2025-05-08,0.59387,0.59738,0.59001,0.59042,372518
NZDUSD,2025-05-07,0.60062,0.60219,0.59338,0.59387,198763
NZDUSD,2025-05-06,0.5966,0.60126,0.5943,0.60062,154387
NZDUSD,2025-05-05,0.59389,0.5995,0.5936,0.5966,159271
NZDUSD,2025-05-04,0.59492,0.59855,0.59386,0.59695,38477
NZDUSD,2025-05-02,0.59054,0.59766,0.58973,0.59397,198162
NZDUSD,2025-05-01,0.59331,0.59507,0.58928,0.59054,313856
NZDUSD,2025-04-30,0.59294,0.5949,0.58973,0.59331,163476
NZDUSD,2025-04-29,0.59776,0.59859,0.59259,0.59294,152107
NZDUSD,2025-04-28,0.59599,0.59814,0.59274,0.59776,150742
NZDUSD,2025-04-27,0.59634,0.59701,0.59423,0.59567,29542
NZDUSD,2025-04-25,0.59936,0.6,0.59475,0.59547,166788
NZDUSD,2025-04-24,0.59432,0.59997,0.59386,0.59936,341470
NZDUSD,2025-04-23,0.59635,0.60129,0.59357,0.59432,277841
NZDUSD,2025-04-22,0.59993,0.60284,0.59625,0.59635,200902
NZDUSD,2025-04-21,0.59275,0.60182,0.59275,0.59993,191077
NZDUSD,2025-04-20,0.59393,0.59393,0.59393,0.59393,3905335
NZDUSD,2025-04-18,0.5971,0.5973,0.59234,0.59275,548271
NZDUSD,2025-04-17,0.59331,0.59772,0.58988,0.5971,381342
NZDUSD,2025-04-16,0.58977,0.59362,0.58851,0.59331,237203
NZDUSD,2025-04-15,0.58752,0.5943,0.58601,0.58977,220990
NZDUSD,2025-04-14,0.58161,0.58906,0.58156,0.58752,283375
NZDUSD,2025-04-13,0.584,0.58925,0.58323,0.58363,3275381
NZDUSD,2025-04-11,0.57365,0.58388,0.57307,0.58187,538212
NZDUSD,2025-04-10,0.56388,0.57647,0.56271,0.57365,955158
NZDUSD,2025-04-09,0.55294,0.56673,0.54843,0.56388,642179
NZDUSD,2025-04-08,0.55329,0.56255,0.55198,0.55294,394589
NZDUSD,2025-04-07,0.55723,0.56448,0.55056,0.55329,759496
NZDUSD,2025-04-06,0.55508,0.56449,0.55222,0.55414,3979774
NZDUSD,2025-04-04,0.57927,0.57962,0.55506,0.55917,545460
NZDUSD,2025-04-03,0.57428,0.58524,0.56807,0.57927,750942
NZDUSD,2025-04-02,0.5699,0.57789,0.56929,0.57428,163736
NZDUSD,2025-04-01,0.56773,0.57037,0.5662,0.5699,151979
NZDUSD,2025-03-31,0.57141,0.57217,0.56477,0.56773,152207
NZDUSD,2025-03-30,0.57072,0.5723,0.56501,0.57071,1224652
NZDUSD,2025-03-28,0.57386,0.57405,0.57102,0.57123,127682
NZDUSD,2025-03-27,0.57275,0.57548,0.5711,0.57386,266360
NZDUSD,2025-03-26,0.57319,0.57618,0.5713,0.57275,119800
NZDUSD,2025-03-25,0.57272,0.57497,0.57102,0.57319,113880
NZDUSD,2025-03-24,0.57268,0.57488,0.57083,0.57272,122269
NZDUSD,2025-03-21,0.57567,0.57667,0.57237,0.57272,125955
NZDUSD,2025-03-20,0.58147,0.58248,0.57221,0.57567,288280
NZDUSD,2025-03-19,0.58187,0.58197,0.57748,0.58147,141474
NZDUSD,2025-03-18,0.58192,0.58305,0.57971,0.58187,117160
NZDUSD,2025-03-17,0.57402,0.58252,0.57394,0.58192,141049
NZDUSD,2025-03-14,0.56974,0.57546,0.56893,0.57397,151831
NZDUSD,2025-03-13,0.57277,0.57411,0.56815,0.56974,363778
NZDUSD,2025-03-12,0.57146,0.57372,0.56969,0.57277,197332
NZDUSD,2025-03-11,0.56971,0.57257,0.56766,0.57146,249886
NZDUSD,2025-03-10,0.57003,0.57417,0.56895,0.56971,224047
NZDUSD,2025-03-07,0.5734,0.57404,0.56915,0.57046,263349
NZDUSD,2025-03-06,0.57254,0.5759,0.57191,0.5734,533182
NZDUSD,2025-03-05,0.56644,0.57308,0.56366,0.57254,283440
NZDUSD,2025-03-04,0.56154,0.56647,0.55945,0.56644,295868
NZDUSD,2025-03-03,0.55942,0.56399,0.55925,0.56154,210425
NZDUSD,2025-02-28,0.56307,0.56326,0.55842,0.5593,199181
NZDUSD,2025-02-27,0.56919,0.57005,0.56284,0.56307,415852
NZDUSD,2025-02-26,0.57197,0.57319,0.56874,0.56919,201919
NZDUSD,2025-02-25,0.57317,0.57376,0.57055,0.57197,185664
NZDUSD,2025-02-24,0.57355,0.57692,0.57285,0.57317,203435
NZDUSD,2025-02-21,0.57618,0.57719,0.57343,0.57352,181546
NZDUSD,2025-02-20,0.57035,0.57665,0.56926,0.57618,352102
NZDUSD,2025-02-19,0.57031,0.57311,0.56768,0.57035,164736
NZDUSD,2025-02-18,0.57347,0.57353,0.56931,0.57031,175912
NZDUSD,2025-02-17,0.5718,0.57493,0.57143,0.57347,146780
NZDUSD,2025-02-14,0.56757,0.57373,0.56665,0.57217,179261
NZDUSD,2025-02-13,0.5641,0.56788,0.56219,0.56757,445130
NZDUSD,2025-02-12,0.56528,0.56709,0.55996,0.5641,198591
NZDUSD,2025-02-11,0.56394,0.56602,0.56279,0.56528,141913
NZDUSD,2025-02-10,0.56294,0.56632,0.56294,0.56394,144265
NZDUSD,2025-02-07,0.56736,0.56942,0.56395,0.5653,227788
NZDUSD,2025-02-06,0.56866,0.56903,0.56509,0.56736,295584
NZDUSD,2025-02-05,0.56496,0.57016,0.56444,0.56866,178941
NZDUSD,2025-02-04,0.56285,0.5654,0.55809,0.56496,208384
NZDUSD,2025-02-03,0.55822,0.56402,0.55154,0.56285,402373
NZDUSD,2025-01-31,0.56335,0.56831,0.5623,0.56286,253028
NZDUSD,2025-01-30,0.56574,0.56669,0.56218,0.56335,345014
NZDUSD,2025-01-29,0.56655,0.56674,0.56334,0.56574,191627
NZDUSD,2025-01-28,0.56915,0.56915,0.56473,0.56655,182281
NZDUSD,2025-01-27,0.5694,0.57045,0.56758,0.56915,208587
NZDUSD,2025-01-24,0.5674,0.57225,0.56692,0.57042,215797
NZDUSD,2025-01-23,0.56632,0.56848,0.56456,0.5674,360990
NZDUSD,2025-01-22,0.56754,0.5687,0.56484,0.56632,191266
NZDUSD,2025-01-21,0.56706,0.56883,0.56159,0.56754,243337
NZDUSD,2025-01-20,0.55899,0.56835,0.55784,0.56706,207109
NZDUSD,2025-01-17,0.56061,0.56145,0.55625,0.55747,168267
NZDUSD,2025-01-16,0.56144,0.56321,0.55812,0.56061,361422
NZDUSD,2025-01-15,0.56031,0.56501,0.55955,0.56144,169314
NZDUSD,2025-01-14,0.5582,0.56304,0.55772,0.56031,180961
NZDUSD,2025-01-13,0.55575,0.55826,0.55404,0.5582,164932
NZDUSD,2025-01-10,0.55986,0.5602,0.55418,0.55497,209291
NZDUSD,2025-01-09,0.56072,0.56084,0.55711,0.55986,272362
NZDUSD,2025-01-08,0.56335,0.56409,0.55886,0.56072,182641
NZDUSD,2025-01-07,0.56417,0.56918,0.56315,0.56335,169757
NZDUSD,2025-01-06,0.56104,0.56838,0.56065,0.56417,213908
NZDUSD,2025-01-03,0.55928,0.56133,0.55859,0.56074,144529
NZDUSD,2025-01-02,0.55935,0.56237,0.5586,0.55928,260026
NZDUSD,2025-01-01,0.55957,0.55969,0.55925,0.55947,6
NZDUSD,2024-12-31,0.56378,0.56456,0.55869,0.55935,137990
NZDUSD,2024-12-30,0.56265,0.56636,0.56234,0.56378,120703
NZDUSD,2024-12-27,0.56223,0.56426,0.56129,0.56232,143869
NZDUSD,2024-12-26,0.56428,0.56538,0.56202,0.56223,175586
NZDUSD,2024-12-25,0.5648,0.58878,0.5643,0.5648,851
NZDUSD,2024-12-24,0.56472,0.56515,0.56328,0.56428,106088
NZDUSD,2024-12-23,0.56435,0.56603,0.5631,0.56472,142855
NZDUSD,2024-12-20,0.5629,0.56718,0.56119,0.56463,207262
NZDUSD,2024-12-19,0.56219,0.56613,0.5607,0.5629,430760
NZDUSD,2024-12-18,0.57524,0.57578,0.56188,0.56219,180349
NZDUSD,2024-12-17,0.57801,0.57921,0.57491,0.57524,139471
NZDUSD,2024-12-16,0.57547,0.57856,0.5753,0.57801,137848
NZDUSD,2024-12-13,0.57677,0.57776,0.57527,0.57527,154841
NZDUSD,2024-12-12,0.5783,0.58167,0.57615,0.57677,390166
NZDUSD,2024-12-11,0.57982,0.58075,0.57605,0.5783,215040
NZDUSD,2024-12-10,0.58631,0.58657,0.57905,0.57982,179256
NZDUSD,2024-12-09,0.58345,0.58874,0.58033,0.58631,162178
NZDUSD,2024-12-06,0.58844,0.58881,0.58203,0.58217,210769
NZDUSD,2024-12-05,0.58491,0.5887,0.58457,0.58844,347852
NZDUSD,2024-12-04,0.58797,0.58837,0.58282,0.58491,192963
NZDUSD,2024-12-03,0.58769,0.59039,0.58636,0.58797,174773
NZDUSD,2024-12-02,0.59087,0.59133,0.5863,0.58769,228093
NZDUSD,2024-11-29,0.58842,0.59281,0.58814,0.59176,193160
NZDUSD,2024-11-28,0.5893,0.59042,0.58796,0.58842,250464
NZDUSD,2024-11-27,0.5833,0.59074,0.58266,0.5893,223933
NZDUSD,2024-11-26,0.58443,0.5865,0.57961,0.5833,231826
NZDUSD,2024-11-25,0.58538,0.58683,0.58346,0.58443,191429
NZDUSD,2024-11-22,0.58585,0.58596,0.58156,0.58292,250514
NZDUSD,2024-11-21,0.58754,0.58851,0.58488,0.58585,431428
NZDUSD,2024-11-20,0.5911,0.59212,0.58631,0.58754,159658
NZDUSD,2024-11-19,0.58923,0.59124,0.58732,0.5911,216425
