date,country,event,currency,previous,estimate,actual,change,impact,changePercentage,unit
2023-11-03 14:00:00,US,ISM Services PMI (Oct),USD,53.6,53.0,51.8,-1.8,High,-3.358,
2023-11-08 14:15:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2023-11-09 19:00:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2023-11-10 15:00:00,US,Michigan Consumer Sentiment (Nov),USD,63.8,63.7,60.4,-3.4,High,-5.329,
2023-11-14 07:30:00,US,CPI MoM (Oct),USD,0.4,0.1,0.0,-0.4,High,-100.0,%
2023-11-14 07:30:00,US,CPI YoY (Oct),USD,3.7,3.3,3.2,-0.5,High,-13.514,%
2023-11-14 07:30:00,US,Core CPI MoM (Oct),USD,0.3,0.3,0.2,-0.1,High,-33.333,%
2023-11-14 13:30:00,US,Core Inflation Rate MoM (Oct),USD,0.3,0.3,0.2,-0.1,High,-33.333,%
2023-11-14 13:30:00,US,Core Inflation Rate YoY (Oct),USD,4.1,4.1,4.0,-0.1,High,-2.439,%
2023-11-14 13:30:00,US,Inflation Rate MoM (Oct),USD,0.4,0.1,0.0,-0.4,High,-100.0,%
2023-11-14 13:30:00,US,Inflation Rate YoY (Oct),USD,3.7,3.3,3.2,-0.5,High,-13.514,%
2023-11-15 13:30:00,US,Producer Price Index MoM (Oct),USD,0.4,0.1,-0.5,-0.9,High,-225.0,%
2023-11-15 13:30:00,US,Retail Sales MoM (Oct),USD,0.9,-0.3,-0.1,-1.0,High,-111.111,%
2023-11-21 19:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2023-11-22 13:30:00,US,Durable Goods Orders MoM (Oct),USD,4.0,-3.1,-5.4,-9.4,High,-235.0,%
2023-11-28 09:00:00,US,CB Consumer Confidence (Nov),USD,99.1,101.0,102.0,2.9,High,2.926,
2023-11-29 13:30:00,US,GDP Growth Rate QoQ (Q3),USD,2.1,5.0,5.2,3.1,High,147.619,%
2023-11-30 13:30:00,US,Personal Income MoM (Oct),USD,0.4,0.2,0.2,-0.2,High,-50.0,%
2023-11-30 13:30:00,US,Personal Spending MoM (Oct),USD,0.7,0.2,0.2,-0.5,High,-71.429,%
2023-11-30 13:30:00,US,Core PCE Price Index MoM (Oct),USD,0.3,0.2,0.2,-0.1,High,-33.333,%
2023-12-01 15:00:00,US,ISM Manufacturing PMI (Nov),USD,46.7,47.6,46.7,0.0,High,0.0,
2023-12-01 16:00:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2023-12-05 09:00:00,US,ISM Non-Manufacturing PMI (Nov),USD,51.8,52.0,52.7,0.9,High,1.737,
2023-12-05 09:00:00,US,ISM Non-Manufacturing Prices (Nov),USD,58.6,58.0,58.3,-0.3,High,-0.512,
2023-12-05 15:00:00,US,ISM Services PMI (Nov),USD,51.8,52.0,52.7,0.9,High,1.737,
2023-12-05 15:00:00,US,JOLTs Job Openings (Oct),USD,9.35,9.3,8.733,-0.617,High,-6.599,M
2023-12-08 13:30:00,US,Unemployment Rate (Nov),USD,3.9,3.9,3.7,-0.2,High,-5.128,%
2023-12-08 13:30:00,US,Non Farm Payrolls (Nov),USD,150.0,180.0,199.0,49.0,High,32.667,K
2023-12-08 15:00:00,US,Michigan Consumer Sentiment (Dec),USD,61.3,62.0,69.4,8.1,High,13.214,
2023-12-12 07:30:00,US,CPI MoM (Nov),USD,0.1,0.0,0.1,0.0,High,0.0,%
2023-12-12 07:30:00,US,CPI YoY (Nov),USD,3.2,3.1,3.1,-0.1,High,-3.125,%
2023-12-12 07:30:00,US,Core CPI MoM (Nov),USD,0.2,0.3,0.3,0.1,High,50.0,%
2023-12-12 13:30:00,US,Core Inflation Rate MoM (Nov),USD,0.2,0.3,0.3,0.1,High,50.0,%
2023-12-12 13:30:00,US,Inflation Rate YoY (Nov),USD,3.2,3.1,3.1,-0.1,High,-3.125,%
2023-12-12 13:30:00,US,Inflation Rate MoM (Nov),USD,0.0,0.0,0.1,0.1,High,0.0,%
2023-12-12 13:30:00,US,Core Inflation Rate YoY (Nov),USD,4.0,4.0,4.0,0.0,High,0.0,%
2023-12-13 13:30:00,US,Producer Price Index MoM (Nov),USD,-0.4,0.1,0.0,0.4,High,100.0,%
2023-12-13 13:30:00,US,Press Conference,USD,,,,,High,0.0,
2023-12-13 19:00:00,US,Fed Interest Rate Decision,USD,5.5,5.5,5.5,0.0,High,0.0,%
2023-12-13 19:00:00,US,FOMC Economic Projections,USD,,,,,High,0.0,
2023-12-13 19:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2023-12-14 13:30:00,US,Retail Sales MoM (Nov),USD,-0.2,-0.1,0.3,0.5,High,250.0,%
2023-12-20 09:00:00,US,CB Consumer Confidence (Dec),USD,101.0,103.8,110.7,9.7,High,9.604,
2023-12-21 07:30:00,US,Gross Domestic Product QoQ (Q3),USD,2.1,5.2,4.9,2.8,High,133.333,%
2023-12-22 13:30:00,US,Core PCE Price Index MoM (Nov),USD,0.1,0.2,0.1,0.0,High,0.0,%
2023-12-22 13:30:00,US,Personal Spending MoM (Nov),USD,0.1,0.3,0.2,0.1,High,100.0,%
2023-12-22 13:30:00,US,Durable Goods Orders MoM (Nov),USD,-5.1,2.2,5.4,10.5,High,205.882,%
2023-12-22 13:30:00,US,Personal Income MoM (Nov),USD,0.3,0.4,0.4,0.1,High,33.333,%
2024-01-03 15:00:00,US,JOLTs Job Openings (Nov),USD,8.852,8.85,8.79,-0.062,High,-0.7,M
2024-01-03 15:00:00,US,ISM Manufacturing PMI (Dec),USD,46.7,47.1,47.4,0.7,High,1.499,
2024-01-03 19:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2024-01-05 13:30:00,US,Non Farm Payrolls (Dec),USD,173.0,170.0,216.0,43.0,High,24.855,K
2024-01-05 15:00:00,US,ISM Non-Manufacturing Prices (Dec),USD,58.3,57.3,57.4,-0.9,High,-1.544,
2024-01-05 15:00:00,US,ISM Services PMI (Dec),USD,52.7,52.6,50.6,-2.1,High,-3.985,
2024-01-05 15:00:00,US,ISM Non-Manufacturing PMI (Dec),USD,52.7,52.6,50.6,-2.1,High,-3.985,
2024-01-11 13:30:00,US,CPI MoM (Dec),USD,0.2,0.2,0.3,0.1,High,50.0,%
2024-01-11 13:30:00,US,Core Inflation Rate YoY (Dec),USD,4.0,3.8,3.9,-0.1,High,-2.5,%
2024-01-11 13:30:00,US,Core CPI MoM (Dec),USD,0.3,0.3,0.3,0.0,High,0.0,%
2024-01-11 13:30:00,US,CPI YoY (Dec),USD,3.1,3.2,3.4,0.3,High,9.677,%
2024-01-11 13:30:00,US,Core Inflation Rate MoM (Dec),USD,0.3,0.3,0.3,0.0,High,0.0,%
2024-01-11 13:30:00,US,Inflation Rate YoY (Dec),USD,3.1,3.2,3.4,0.3,High,9.677,%
2024-01-11 13:30:00,US,Inflation Rate MoM (Dec),USD,0.1,0.2,0.3,0.2,High,200.0,%
2024-01-12 13:30:00,US,Producer Price Index MoM (Dec),USD,-0.1,0.1,-0.1,0.0,High,0.0,%
2024-01-17 13:30:00,US,Retail Sales MoM (Dec),USD,0.3,0.4,0.6,0.3,High,100.0,%
2024-01-18 13:30:00,US,Building Permits (Dec),USD,1.467,1.48,1.495,0.028,High,1.909,M
2024-01-19 15:00:00,US,Michigan Consumer Sentiment (Jan),USD,69.7,70.0,78.8,9.1,High,13.056,
2024-01-25 13:30:00,US,Durable Goods Orders MoM (Dec),USD,5.5,1.1,0.0,-5.5,High,-100.0,%
2024-01-26 13:30:00,US,Personal Spending MoM (Dec),USD,0.4,0.4,0.7,0.3,High,75.0,%
2024-01-26 13:30:00,US,Personal Income MoM (Dec),USD,0.4,0.3,0.3,-0.1,High,-25.0,%
2024-01-26 13:30:00,US,Core PCE Price Index MoM (Dec),USD,0.1,0.2,0.2,0.1,High,100.0,%
2024-01-30 15:00:00,US,JOLTs Job Openings (Dec),USD,8.925,8.75,9.026,0.101,High,1.132,M
2024-01-30 15:00:00,US,CB Consumer Confidence (Jan),USD,108.0,114.2,114.8,6.8,High,6.296,
2024-01-31 19:00:00,US,FOMC Economic Projections,USD,,,,,High,,
2024-01-31 19:00:00,US,Fed Interest Rate Decision,USD,5.5,5.5,5.5,0.0,High,0.0,%
2024-01-31 19:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2024-01-31 19:30:00,US,Press Conference,USD,,,,,High,,
2024-02-01 15:00:00,US,ISM Manufacturing PMI (Jan),USD,47.1,47.0,49.1,2.0,High,4.246,
2024-02-02 13:30:00,US,Non Farm Payrolls (Jan),USD,333.0,180.0,353.0,20.0,High,6.006,K
2024-02-02 13:30:00,US,Unemployment Rate (Jan),USD,3.7,3.8,3.7,0.0,High,0.0,%
2024-02-05 15:00:00,US,ISM Non-Manufacturing PMI (Jan),USD,50.5,52.0,53.4,2.9,High,5.743,
2024-02-05 15:00:00,US,ISM Non-Manufacturing Prices (Jan),USD,57.4,56.5,64.0,6.6,High,11.498,
2024-02-05 15:00:00,US,ISM Services PMI (Jan),USD,50.5,52.0,53.4,2.9,High,5.743,
2024-02-13 13:30:00,US,Inflation Rate MoM (Jan),USD,0.2,0.2,0.3,0.1,High,50.0,%
2024-02-13 13:30:00,US,Core Inflation Rate MoM (Jan),USD,0.3,0.3,0.4,0.1,High,33.333,%
2024-02-13 13:30:00,US,Core Inflation Rate YoY (Jan),USD,3.9,3.7,3.9,0.0,High,0.0,%
2024-02-13 13:30:00,US,CPI MoM (Jan),USD,0.2,0.2,0.3,0.1,High,50.0,%
2024-02-13 13:30:00,US,CPI YoY (Jan),USD,3.4,2.9,3.1,-0.3,High,-8.824,%
2024-02-13 13:30:00,US,Inflation Rate YoY (Jan),USD,3.4,2.9,3.1,-0.3,High,-8.824,%
2024-02-13 13:30:00,US,Core CPI MoM (Jan),USD,0.3,0.3,0.4,0.1,High,33.333,%
2024-02-15 13:30:00,US,Retail Sales MoM (Jan),USD,0.4,-0.1,-0.8,-1.2,High,-300.0,%
2024-02-16 13:30:00,US,Producer Price Index MoM (Jan),USD,-0.1,0.1,0.3,0.4,High,400.0,%
2024-02-16 13:30:00,US,Building Permits (Jan),USD,1.493,1.509,1.47,-0.023,High,-1.541,M
2024-02-16 15:00:00,US,Michigan Consumer Sentiment (Feb),USD,79.0,80.0,79.6,0.6,High,0.759,
2024-02-21 19:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2024-02-27 13:30:00,US,Durable Goods Orders MoM (Jan),USD,-0.3,-4.5,-6.1,-5.8,High,-1933.333,%
2024-02-27 15:00:00,US,CB Consumer Confidence (Feb),USD,110.9,114.8,106.7,-4.2,High,-3.787,
2024-02-29 13:30:00,US,Personal Spending MoM (Jan),USD,0.7,0.2,0.2,-0.5,High,-71.429,%
2024-02-29 13:30:00,US,Personal Income MoM (Jan),USD,0.3,0.4,1.0,0.7,High,233.333,%
2024-02-29 13:30:00,US,Core PCE Price Index MoM (Jan),USD,0.1,0.4,0.4,0.3,High,300.0,%
2024-03-01 15:00:00,US,Monetary Policy Report,USD,,,,,High,,
2024-03-01 15:00:00,US,ISM Manufacturing PMI (Feb),USD,49.1,49.5,47.8,-1.3,High,-2.648,
2024-03-05 15:00:00,US,ISM Services PMI (Feb),USD,53.4,53.0,52.6,-0.8,High,-1.498,
2024-03-05 15:00:00,US,ISM Non-Manufacturing Prices (Feb),USD,64.0,62.0,58.6,-5.4,High,-8.438,
2024-03-05 15:00:00,US,ISM Non-Manufacturing PMI (Feb),USD,53.4,53.0,52.6,-0.8,High,-1.498,
2024-03-06 15:00:00,US,JOLTs Job Openings (Jan),USD,8.889,8.9,8.863,-0.026,High,-0.292,M
2024-03-07 15:00:00,US,Fed Chair Powell Testimony,USD,,,,,High,0.0,
2024-03-08 13:30:00,US,Non Farm Payrolls (Feb),USD,229.0,200.0,275.0,46.0,High,20.087,K
2024-03-08 13:30:00,US,Unemployment Rate (Feb),USD,3.7,3.7,3.9,0.2,High,5.405,%
2024-03-12 12:30:00,US,Inflation Rate YoY (Feb),USD,3.1,3.1,3.2,0.1,High,3.226,%
2024-03-12 12:30:00,US,Inflation Rate MoM (Feb),USD,0.3,0.4,0.4,0.1,High,33.333,%
2024-03-12 12:30:00,US,CPI YoY (Feb),USD,3.1,3.1,3.2,0.1,High,3.226,%
2024-03-12 12:30:00,US,Core Inflation Rate YoY (Feb),USD,3.9,3.7,3.8,-0.1,High,-2.564,%
2024-03-12 12:30:00,US,CPI MoM (Feb),USD,0.3,0.4,0.4,0.1,High,33.333,%
2024-03-12 12:30:00,US,Core CPI MoM (Feb),USD,0.4,0.3,0.4,0.0,High,0.0,%
2024-03-12 12:30:00,US,Core Inflation Rate MoM (Feb),USD,0.4,0.3,0.4,0.0,High,0.0,%
2024-03-14 12:30:00,US,Retail Sales MoM (Feb),USD,-1.1,0.8,0.6,1.7,High,154.545,%
2024-03-14 12:30:00,US,Producer Price Index MoM (Feb),USD,0.3,0.3,0.6,0.3,High,100.0,%
2024-03-20 18:00:00,US,Fed Interest Rate Decision,USD,5.5,5.5,5.5,0.0,High,0.0,%
2024-03-20 18:00:00,US,FOMC Economic Projections,USD,,,,,High,0.0,
2024-03-20 18:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2024-03-20 18:30:00,US,Press Conference,USD,,,,,High,,
2024-03-26 12:30:00,US,Durable Goods Orders MoM (Feb),USD,-6.9,1.1,1.4,8.3,High,120.29,%
2024-03-26 14:00:00,US,CB Consumer Confidence (Mar),USD,104.8,106.9,104.7,-0.1,High,-0.095,
2024-03-28 12:30:00,US,Gross Domestic Product QoQ (Q4),USD,4.9,3.2,3.4,-1.5,High,-30.612,%
2024-03-28 12:30:00,US,GDP Growth Rate QoQ (Q4),USD,4.9,3.2,3.4,-1.5,High,-30.612,%
2024-03-29 12:30:00,US,Core PCE Price Index MoM (Feb),USD,0.5,0.3,0.3,-0.2,High,-40.0,%
2024-03-29 12:30:00,US,Personal Spending MoM (Feb),USD,0.2,0.5,0.8,0.6,High,300.0,%
2024-03-29 12:30:00,US,Personal Income MoM (Feb),USD,1.0,0.4,0.3,-0.7,High,-70.0,%
2024-03-29 15:30:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-04-01 14:00:00,US,ISM Manufacturing PMI (Mar),USD,47.8,48.4,50.3,2.5,High,5.23,
2024-04-02 14:00:00,US,JOLTs Job Openings (Feb),USD,8.748,8.75,8.756,0.008,High,0.091,M
2024-04-03 14:00:00,US,ISM Services PMI (Mar),USD,52.6,52.7,51.4,-1.2,High,-2.281,
2024-04-03 14:00:00,US,ISM Non-Manufacturing Prices (Mar),USD,58.6,58.4,53.4,-5.2,High,-8.874,
2024-04-03 14:00:00,US,ISM Non-Manufacturing PMI (Mar),USD,52.6,52.8,51.4,-1.2,High,-2.281,
2024-04-03 16:10:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-04-05 12:30:00,US,Unemployment Rate (Mar),USD,3.9,3.9,3.8,-0.1,High,-2.564,%
2024-04-05 12:30:00,US,Non Farm Payrolls (Mar),USD,270.0,200.0,303.0,33.0,High,12.222,K
2024-04-10 12:30:00,US,Core Inflation Rate YoY (Mar),USD,3.8,3.7,3.8,0.0,High,0.0,%
2024-04-10 12:30:00,US,Core Inflation Rate MoM (Mar),USD,0.4,0.3,0.4,0.0,High,0.0,%
2024-04-10 12:30:00,US,Inflation Rate YoY (Mar),USD,3.2,3.4,3.5,0.3,High,9.375,%
2024-04-10 12:30:00,US,Inflation Rate MoM (Mar),USD,0.4,0.3,0.4,0.0,High,0.0,%
2024-04-10 12:30:00,US,Core CPI MoM (Mar),USD,0.4,0.3,0.4,0.0,High,0.0,%
2024-04-10 12:30:00,US,CPI YoY (Mar),USD,3.2,3.4,3.5,0.3,High,9.375,%
2024-04-10 12:30:00,US,CPI MoM (Mar),USD,0.4,0.3,0.4,0.0,High,0.0,%
2024-04-10 18:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2024-04-11 12:30:00,US,Producer Price Index MoM (Mar),USD,0.6,0.3,0.2,-0.4,High,-66.667,%
2024-04-15 12:30:00,US,Retail Sales MoM (Mar),USD,0.9,0.3,0.7,-0.2,High,-22.222,%
2024-04-16 17:15:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-04-24 12:30:00,US,Durable Goods Orders MoM (Mar),USD,0.7,2.5,2.6,1.9,High,271.429,%
2024-04-25 12:30:00,US,GDP Growth Rate QoQ (Q1),USD,3.4,2.5,1.6,-1.8,High,-52.941,%
2024-04-26 12:30:00,US,Core PCE Price Index MoM (Mar),USD,0.3,0.3,0.3,0.0,High,0.0,%
2024-04-26 12:30:00,US,Personal Spending MoM (Mar),USD,0.8,0.6,0.8,0.0,High,0.0,%
2024-04-26 12:30:00,US,Personal Income MoM (Mar),USD,0.3,0.5,0.5,0.2,High,66.667,%
2024-04-30 07:00:00,US,CB Consumer Confidence (Apr),USD,103.1,104.0,97.0,-6.1,High,-5.917,
2024-05-01 11:00:00,US,FOMC Economic Projections,USD,,,,,High,0.0,
2024-05-01 11:30:00,US,Press Conference,USD,,,,,High,0.0,
2024-05-01 14:00:00,US,ISM Manufacturing PMI (Apr),USD,50.3,50.0,49.2,-1.1,High,-2.187,
2024-05-01 14:00:00,US,JOLTs Job Openings (Mar),USD,8.813,8.69,8.488,-0.325,High,-3.688,M
2024-05-01 18:00:00,US,Fed Interest Rate Decision,USD,5.5,5.5,5.5,0.0,High,0.0,%
2024-05-01 18:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2024-05-03 07:00:00,US,ISM Non-Manufacturing Prices (Apr),USD,53.4,55.0,59.2,5.8,High,10.861,
2024-05-03 07:00:00,US,ISM Non-Manufacturing PMI (Apr),USD,51.4,52.0,49.4,-2.0,High,-3.891,
2024-05-03 12:30:00,US,Non Farm Payrolls (Apr),USD,315.0,243.0,175.0,-140.0,High,-44.444,K
2024-05-03 12:30:00,US,Unemployment Rate (Apr),USD,3.8,3.8,3.9,0.1,High,2.632,%
2024-05-03 14:00:00,US,ISM Services PMI (Apr),USD,51.4,52.0,49.4,-2.0,High,-3.891,
2024-05-14 12:30:00,US,Producer Price Index MoM (Apr),USD,-0.1,0.3,0.5,0.6,High,600.0,%
2024-05-14 14:00:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-05-15 05:30:00,US,CPI YoY (Apr),USD,3.5,3.4,3.4,-0.1,High,-2.857,%
2024-05-15 05:30:00,US,CPI MoM (Apr),USD,0.4,0.4,0.3,-0.1,High,-25.0,%
2024-05-15 05:30:00,US,Core CPI MoM (Apr),USD,0.4,0.3,0.3,-0.1,High,-25.0,%
2024-05-15 12:30:00,US,Inflation Rate YoY (Apr),USD,3.5,3.4,3.4,-0.1,High,-2.857,%
2024-05-15 12:30:00,US,Core Inflation Rate YoY (Apr),USD,3.8,3.6,3.6,-0.2,High,-5.263,%
2024-05-15 12:30:00,US,Retail Sales MoM (Apr),USD,0.6,0.4,0.0,-0.6,High,-100.0,%
2024-05-15 12:30:00,US,Inflation Rate MoM (Apr),USD,0.4,0.4,0.3,-0.1,High,-25.0,%
2024-05-15 12:30:00,US,Core Inflation Rate MoM (Apr),USD,0.4,0.3,0.3,-0.1,High,-25.0,%
2024-05-19 19:30:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-05-21 08:00:00,US,Fed Chair Yellen Speaks,USD,,,,,High,0.0,
2024-05-21 08:00:00,US,Treasury Secretary Yellen Speech,USD,,,,0.0,High,0.0,
2024-05-22 18:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2024-05-24 12:30:00,US,Durable Goods Orders MoM (Apr),USD,0.8,-0.8,0.7,-0.1,High,-12.5,%
2024-05-28 07:00:00,US,CB Consumer Confidence (May),USD,97.5,96.0,102.0,4.5,High,4.615,
2024-05-31 12:30:00,US,Core PCE Price Index MoM (Apr),USD,0.3,0.3,0.2,-0.1,High,-33.333,%
2024-05-31 12:30:00,US,Personal Spending MoM (Apr),USD,0.7,0.3,0.2,-0.5,High,-71.429,%
2024-05-31 12:30:00,US,Personal Income MoM (Apr),USD,0.5,0.3,0.3,-0.2,High,-40.0,%
2024-06-03 14:00:00,US,ISM Manufacturing PMI (May),USD,49.2,49.6,48.7,-0.5,High,-1.016,
2024-06-04 14:00:00,US,JOLTs Job Openings (Apr),USD,8.355,8.34,8.059,-0.296,High,-3.543,M
2024-06-05 07:00:00,US,ISM Non-Manufacturing PMI (May),USD,49.4,51.0,53.8,4.4,High,8.907,
2024-06-05 07:00:00,US,ISM Non-Manufacturing Prices (May),USD,59.2,59.0,58.1,-1.1,High,-1.858,
2024-06-05 14:00:00,US,ISM Services PMI (May),USD,49.4,50.8,53.8,4.4,High,8.907,
2024-06-07 12:30:00,US,Non Farm Payrolls (May),USD,165.0,185.0,272.0,107.0,High,64.848,K
2024-06-07 12:30:00,US,Unemployment Rate (May),USD,3.9,3.9,4.0,0.1,High,2.564,%
2024-06-12 05:30:00,US,Core CPI MoM (May),USD,0.3,0.3,0.2,-0.1,High,-33.333,%
2024-06-12 05:30:00,US,CPI MoM (May),USD,0.3,0.1,0.0,-0.3,High,-100.0,%
2024-06-12 05:30:00,US,CPI YoY (May),USD,3.4,3.4,3.3,-0.1,High,-2.941,%
2024-06-12 11:30:00,US,Press Conference,USD,,,,,High,0.0,
2024-06-12 12:30:00,US,Inflation Rate MoM (May),USD,0.3,0.1,0.0,-0.3,High,-100.0,%
2024-06-12 12:30:00,US,Core Inflation Rate YoY (May),USD,3.6,3.5,3.4,-0.2,High,-5.556,%
2024-06-12 12:30:00,US,Inflation Rate YoY (May),USD,3.4,3.4,3.3,-0.1,High,-2.941,%
2024-06-12 12:30:00,US,Core Inflation Rate MoM (May),USD,0.3,0.3,0.2,-0.1,High,-33.333,%
2024-06-12 18:00:00,US,Fed Interest Rate Decision,USD,5.5,5.5,5.5,0.0,High,0.0,%
2024-06-12 18:00:00,US,FOMC Economic Projections,USD,,,,,High,0.0,
2024-06-12 18:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2024-06-13 12:30:00,US,Producer Price Index MoM (May),USD,0.5,0.1,-0.2,-0.7,High,-140.0,%
2024-06-18 12:30:00,US,Retail Sales MoM (May),USD,-0.2,0.2,0.1,0.3,High,150.0,%
2024-06-25 07:00:00,US,CB Consumer Confidence (Jun),USD,101.3,100.0,100.4,-0.9,High,-0.888,
2024-06-27 05:30:00,US,Gross Domestic Product QoQ (Q1),USD,3.4,1.3,1.4,-2.0,High,-58.824,%
2024-06-27 12:30:00,US,Durable Goods Orders MoM (May),USD,0.2,-0.1,0.1,-0.1,High,-50.0,%
2024-06-28 12:30:00,US,Core PCE Price Index MoM (May),USD,0.3,0.1,0.1,-0.2,High,-66.667,%
2024-06-28 12:30:00,US,Personal Spending MoM (May),USD,0.1,0.3,0.2,0.1,High,100.0,%
2024-06-28 12:30:00,US,Personal Income MoM (May),USD,0.3,0.4,0.5,0.2,High,66.667,%
2024-07-01 14:00:00,US,ISM Manufacturing PMI (Jun),USD,48.7,49.1,48.5,-0.2,High,-0.411,
2024-07-02 13:30:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-07-02 14:00:00,US,JOLTs Job Openings (May),USD,7.919,7.91,8.14,0.221,High,2.791,M
2024-07-03 07:00:00,US,ISM Non-Manufacturing PMI (Jun),USD,53.8,52.6,48.8,-5.0,High,-9.294,
2024-07-03 07:00:00,US,ISM Non-Manufacturing Prices (Jun),USD,58.1,56.7,56.3,-1.8,High,-3.098,
2024-07-03 14:00:00,US,ISM Services PMI (Jun),USD,53.8,52.5,48.8,-5.0,High,-9.294,
2024-07-03 18:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2024-07-05 08:00:00,US,Monetary Policy Report,USD,,,,,High,0.0,
2024-07-05 12:30:00,US,Non Farm Payrolls (Jun),USD,218.0,190.0,206.0,-12.0,High,-5.505,K
2024-07-05 12:30:00,US,Unemployment Rate (Jun),USD,4.0,4.0,4.1,0.1,High,2.5,%
2024-07-09 14:00:00,US,Fed Chair Powell Testimony,USD,,,,,High,0.0,
2024-07-10 14:00:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-07-11 05:30:00,US,Core CPI MoM (Jun),USD,0.2,0.2,0.1,-0.1,High,-50.0,%
2024-07-11 05:30:00,US,CPI YoY (Jun),USD,3.3,3.1,3.0,-0.3,High,-9.091,%
2024-07-11 05:30:00,US,CPI MoM (Jun),USD,0.0,0.1,-0.1,-0.1,High,0.0,%
2024-07-11 12:30:00,US,Core Inflation Rate YoY (Jun),USD,3.4,3.4,3.3,-0.1,High,-2.941,%
2024-07-11 12:30:00,US,Core Inflation Rate MoM (Jun),USD,0.2,0.2,0.1,-0.1,High,-50.0,%
2024-07-11 12:30:00,US,Inflation Rate YoY (Jun),USD,3.3,3.1,3.0,-0.3,High,-9.091,%
2024-07-11 12:30:00,US,Inflation Rate MoM (Jun),USD,0.0,0.1,-0.1,-0.1,High,0.0,%
2024-07-12 12:30:00,US,Producer Price Index MoM (Jun),USD,0.0,0.1,0.2,0.2,High,0.0,%
2024-07-15 16:30:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-07-16 12:30:00,US,Retail Sales MoM (Jun),USD,0.3,0.0,0.0,-0.3,High,-100.0,%
2024-07-25 12:30:00,US,Durable Goods Orders MoM (Jun),USD,0.1,0.3,-6.6,-6.7,High,-6700.0,%
2024-07-26 12:30:00,US,Core PCE Price Index MoM (Jun),USD,0.1,0.1,0.2,0.1,High,100.0,%
2024-07-26 12:30:00,US,Personal Spending MoM (Jun),USD,0.4,0.3,0.3,-0.1,High,-25.0,%
2024-07-26 12:30:00,US,Personal Income MoM (Jun),USD,0.4,0.4,0.2,-0.2,High,-50.0,%
2024-07-30 07:00:00,US,CB Consumer Confidence (Jul),USD,97.8,99.7,100.3,2.5,High,2.556,
2024-07-30 14:00:00,US,JOLTs Job Openings (Jun),USD,8.23,8.0,8.184,-0.046,High,-0.559,M
2024-07-31 11:00:00,US,FOMC Economic Projections,USD,,,,,High,0.0,
2024-07-31 11:30:00,US,Press Conference,USD,,,,,High,0.0,
2024-07-31 18:00:00,US,Fed Interest Rate Decision,USD,5.5,5.5,5.5,0.0,High,0.0,%
2024-07-31 18:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2024-08-01 14:00:00,US,ISM Manufacturing PMI (Jul),USD,48.5,48.8,46.8,-1.7,High,-3.505,
2024-08-02 12:30:00,US,Non Farm Payrolls (Jul),USD,179.0,175.0,114.0,-65.0,High,-36.313,K
2024-08-02 12:30:00,US,Unemployment Rate (Jul),USD,4.1,4.1,4.3,0.2,High,4.878,%
2024-08-05 07:00:00,US,ISM Non-Manufacturing PMI (Jul),USD,48.8,51.4,51.4,2.6,High,5.328,
2024-08-05 07:00:00,US,ISM Non-Manufacturing Prices (Jul),USD,56.3,56.0,57.0,0.7,High,1.243,
2024-08-05 14:00:00,US,ISM Services PMI (Jul),USD,48.8,51.0,51.4,2.6,High,5.328,
2024-08-13 12:30:00,US,Producer Price Index MoM (Jul),USD,0.2,0.2,0.1,-0.1,High,-50.0,%
2024-08-14 05:30:00,US,CPI MoM (Jul),USD,-0.1,0.2,0.2,0.3,High,300.0,%
2024-08-14 05:30:00,US,Core CPI MoM (Jul),USD,0.1,0.2,0.2,0.1,High,100.0,%
2024-08-14 05:30:00,US,CPI YoY (Jul),USD,3.0,3.0,2.9,-0.1,High,-3.333,%
2024-08-14 12:30:00,US,Inflation Rate MoM (Jul),USD,-0.1,0.2,0.2,0.3,High,300.0,%
2024-08-14 12:30:00,US,Core Inflation Rate MoM (Jul),USD,0.1,0.2,0.2,0.1,High,100.0,%
