date,country,event,currency,previous,estimate,actual,change,impact,changePercentage,unit
2024-08-14 12:30:00,US,Core Inflation Rate YoY (Jul),USD,3.3,3.2,3.2,-0.1,High,-3.03,%
2024-08-14 12:30:00,US,Inflation Rate YoY (Jul),USD,3.0,3.0,2.9,-0.1,High,-3.333,%
2024-08-15 12:30:00,US,Retail Sales MoM (Jul),USD,-0.2,0.3,1.0,1.2,High,600.0,%
2024-08-21 14:00:00,US,Non Farm Payrolls (Mar),USD,-187.0,,-818.0,-631.0,High,-337.433,K
2024-08-21 18:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2024-08-23 14:00:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-08-26 12:30:00,US,Durable Goods Orders MoM (Jul),USD,-6.9,5.0,9.9,16.8,High,243.478,%
2024-08-27 07:00:00,US,CB Consumer Confidence (Aug),USD,101.9,100.9,103.3,1.4,High,1.374,
2024-08-30 12:30:00,US,Personal Income MoM (Jul),USD,0.2,0.2,0.3,0.1,High,50.0,%
2024-08-30 12:30:00,US,Personal Spending MoM (Jul),USD,0.3,0.5,0.5,0.2,High,66.667,%
2024-08-30 12:30:00,US,Core PCE Price Index MoM (Jul),USD,0.2,0.2,0.2,0.0,High,0.0,%
2024-09-03 14:00:00,US,ISM Manufacturing PMI (Aug),USD,46.8,47.5,47.2,0.4,High,0.855,
2024-09-04 14:00:00,US,JOLTs Job Openings (Jul),USD,7.91,8.1,7.673,-0.237,High,-2.996,M
2024-09-05 07:00:00,US,ISM Non-Manufacturing Prices (Aug),USD,57.0,56.0,57.3,0.3,High,0.526,
2024-09-05 07:00:00,US,ISM Non-Manufacturing PMI (Aug),USD,51.4,51.3,51.5,0.1,High,0.195,
2024-09-05 14:00:00,US,ISM Services PMI (Aug),USD,51.4,51.1,51.5,0.1,High,0.195,
2024-09-06 12:30:00,US,Non Farm Payrolls (Aug),USD,89.0,160.0,142.0,53.0,High,59.551,K
2024-09-06 12:30:00,US,Unemployment Rate (Aug),USD,4.3,4.2,4.2,-0.1,High,-2.326,%
2024-09-11 05:30:00,US,CPI MoM (Aug),USD,0.2,0.2,0.2,0.0,High,0.0,%
2024-09-11 05:30:00,US,Core CPI MoM (Aug),USD,0.2,0.2,0.3,0.1,High,50.0,%
2024-09-11 05:30:00,US,CPI YoY (Aug),USD,2.9,2.5,2.5,-0.4,High,-13.793,%
2024-09-11 12:30:00,US,Core Inflation Rate MoM (Aug),USD,0.2,0.2,0.3,0.1,High,50.0,%
2024-09-11 12:30:00,US,Inflation Rate MoM (Aug),USD,0.2,0.2,0.2,0.0,High,0.0,%
2024-09-11 12:30:00,US,Core Inflation Rate YoY (Aug),USD,3.2,3.2,3.2,0.0,High,0.0,%
2024-09-11 12:30:00,US,Inflation Rate YoY (Aug),USD,2.9,2.6,2.5,-0.4,High,-13.793,%
2024-09-12 12:30:00,US,Producer Price Index MoM (Aug),USD,0.0,0.1,0.2,0.2,High,0.0,%
2024-09-17 12:30:00,US,Retail Sales MoM (Aug),USD,1.1,-0.2,0.1,-1.0,High,-90.909,%
2024-09-18 11:30:00,US,Press Conference,USD,,,,,High,0.0,
2024-09-18 18:00:00,US,FOMC Economic Projections,USD,,,,,High,0.0,
2024-09-18 18:00:00,US,Fed Interest Rate Decision,USD,5.5,5.25,5.0,-0.5,High,-9.091,%
2024-09-18 18:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2024-09-24 07:00:00,US,CB Consumer Confidence (Sep),USD,105.6,103.9,98.7,-6.9,High,-6.534,
2024-09-26 05:30:00,US,Gross Domestic Product QoQ (Q2),USD,1.6,3.0,3.0,1.4,High,87.5,%
2024-09-26 12:30:00,US,GDP Growth Rate QoQ (Q2),USD,1.6,3.0,3.0,1.4,High,87.5,%
2024-09-26 12:30:00,US,Durable Goods Orders MoM (Aug),USD,9.8,-2.6,0.0,-9.8,High,-100.0,%
2024-09-26 13:20:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-09-27 12:30:00,US,Personal Income MoM (Aug),USD,0.3,0.4,0.2,-0.1,High,-33.333,%
2024-09-27 12:30:00,US,Personal Spending MoM (Aug),USD,0.5,0.3,0.2,-0.3,High,-60.0,%
2024-09-27 12:30:00,US,Core PCE Price Index MoM (Aug),USD,0.2,0.2,0.1,-0.1,High,-50.0,%
2024-09-30 17:55:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-10-01 14:00:00,US,ISM Manufacturing PMI (Sep),USD,47.2,47.5,47.2,0.0,High,0.0,
2024-10-01 14:00:00,US,JOLTs Job Openings (Aug),USD,7.711,7.655,8.04,0.329,High,4.267,M
2024-10-03 07:00:00,US,ISM Non-Manufacturing Prices (Sep),USD,57.3,56.3,59.4,2.1,High,3.665,
2024-10-03 07:00:00,US,ISM Non-Manufacturing PMI (Sep),USD,51.5,51.7,54.9,3.4,High,6.602,
2024-10-03 14:00:00,US,ISM Services PMI (Sep),USD,51.5,51.7,54.9,3.4,High,6.602,
2024-10-04 12:30:00,US,Non Farm Payrolls (Sep),USD,159.0,140.0,254.0,95.0,High,59.748,K
2024-10-04 12:30:00,US,Unemployment Rate (Sep),USD,4.2,4.2,4.1,-0.1,High,-2.381,%
2024-10-09 18:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2024-10-10 05:30:00,US,CPI MoM (Sep),USD,0.2,0.1,0.2,0.0,High,0.0,%
2024-10-10 05:30:00,US,Core CPI MoM (Sep),USD,0.3,0.2,0.3,0.0,High,0.0,%
2024-10-10 05:30:00,US,CPI YoY (Sep),USD,2.5,2.3,2.4,-0.1,High,-4.0,%
2024-10-10 12:30:00,US,Core Inflation Rate MoM (Sep),USD,0.3,0.2,0.3,0.0,High,0.0,%
2024-10-10 12:30:00,US,Inflation Rate MoM (Sep),USD,0.2,0.1,0.2,0.0,High,0.0,%
2024-10-10 12:30:00,US,Inflation Rate YoY (Sep),USD,2.5,2.3,2.4,-0.1,High,-4.0,%
2024-10-10 12:30:00,US,Core Inflation Rate YoY (Sep),USD,3.2,3.2,3.3,0.1,High,3.125,%
2024-10-11 12:30:00,US,Producer Price Index MoM (Sep),USD,0.2,0.1,0.0,-0.2,High,-100.0,%
2024-10-17 12:30:00,US,Retail Sales MoM (Sep),USD,0.1,0.3,0.4,0.3,High,300.0,%
2024-10-25 12:30:00,US,Durable Goods Orders MoM (Sep),USD,-0.8,-1.0,-0.8,0.0,High,0.0,%
2024-10-29 07:00:00,US,CB Consumer Confidence (Oct),USD,99.2,99.5,108.7,9.5,High,9.577,
2024-10-29 14:00:00,US,JOLTs Job Openings (Sep),USD,7.861,7.99,7.443,-0.418,High,-5.317,M
2024-10-31 12:30:00,US,Personal Spending MoM (Sep),USD,0.3,0.4,0.5,0.2,High,66.667,%
2024-10-31 12:30:00,US,Core PCE Price Index MoM (Sep),USD,0.2,0.3,0.3,0.1,High,50.0,%
2024-10-31 12:30:00,US,Personal Income MoM (Sep),USD,0.2,0.3,0.3,0.1,High,50.0,%
2024-11-01 12:30:00,US,Unemployment Rate (Oct),USD,4.1,4.1,4.1,0.0,High,0.0,%
2024-11-01 12:30:00,US,Non Farm Payrolls (Oct),USD,223.0,113.0,12.0,-211.0,High,-94.619,K
2024-11-01 14:00:00,US,ISM Manufacturing PMI (Oct),USD,47.2,47.6,46.5,-0.7,High,-1.483,
2024-11-05 04:00:00,US,Presidential Elections,USD,,,,,High,0.0,
2024-11-05 09:00:00,US,ISM Non-Manufacturing Prices (Oct),USD,59.4,58.0,58.1,-1.3,High,-2.189,
2024-11-05 09:00:00,US,ISM Non-Manufacturing PMI (Oct),USD,54.9,53.8,56.0,1.1,High,2.004,
2024-11-05 15:00:00,US,ISM Services PMI (Oct),USD,54.9,53.8,56.0,1.1,High,2.004,
2024-11-07 13:00:00,US,FOMC Economic Projections,USD,,,,,High,0.0,
2024-11-07 13:30:00,US,Press Conference,USD,,,,,High,0.0,
2024-11-07 19:00:00,US,Fed Interest Rate Decision,USD,5.0,4.75,4.75,-0.25,High,-5.0,%
2024-11-07 19:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2024-11-13 07:30:00,US,Core CPI MoM (Oct),USD,0.3,0.3,0.3,0.0,High,0.0,%
2024-11-13 07:30:00,US,CPI YoY (Oct),USD,2.4,2.6,2.6,0.2,High,8.333,%
2024-11-13 07:30:00,US,CPI MoM (Oct),USD,0.2,0.2,0.2,0.0,High,0.0,%
2024-11-13 13:30:00,US,Inflation Rate YoY (Oct),USD,2.4,2.6,2.6,0.2,High,8.333,%
2024-11-13 13:30:00,US,Core Inflation Rate YoY (Oct),USD,3.3,3.3,3.3,0.0,High,0.0,%
2024-11-13 13:30:00,US,Inflation Rate MoM (Oct),USD,0.2,0.2,0.2,0.0,High,0.0,%
2024-11-13 13:30:00,US,Core Inflation Rate MoM (Oct),USD,0.3,0.3,0.3,0.0,High,0.0,%
2024-11-14 13:30:00,US,Producer Price Index MoM (Oct),USD,0.1,0.2,0.2,0.1,High,100.0,%
2024-11-14 20:00:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-11-15 13:30:00,US,Retail Sales MoM (Oct),USD,0.8,0.3,0.4,-0.4,High,-50.0,%
2024-11-26 09:00:00,US,CB Consumer Confidence (Nov),USD,109.6,111.8,111.7,2.1,High,1.916,
2024-11-26 19:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2024-11-27 13:30:00,US,Durable Goods Orders MoM (Oct),USD,-0.4,0.5,0.2,0.6,High,150.0,%
2024-11-27 13:30:00,US,GDP Growth Rate QoQ (Q3),USD,3.0,2.8,2.8,-0.2,High,-6.667,%
2024-11-27 15:00:00,US,Core PCE Price Index MoM (Oct),USD,0.3,0.3,0.3,0.0,High,0.0,%
2024-11-27 15:00:00,US,Personal Income MoM (Oct),USD,0.3,0.3,0.6,0.3,High,100.0,%
2024-11-27 15:00:00,US,Personal Spending MoM (Oct),USD,0.6,0.3,0.4,-0.2,High,-33.333,%
2024-12-02 15:00:00,US,ISM Manufacturing PMI (Nov),USD,46.5,47.5,48.4,1.9,High,4.086,
2024-12-03 15:00:00,US,JOLTs Job Openings (Oct),USD,7.372,7.48,7.744,0.372,High,5.046,M
2024-12-04 09:00:00,US,ISM Non-Manufacturing PMI (Nov),USD,56.0,55.5,52.1,-3.9,High,-6.964,
2024-12-04 09:00:00,US,ISM Non-Manufacturing Prices (Nov),USD,58.1,56.4,58.2,0.1,High,0.172,
2024-12-04 15:00:00,US,ISM Services PMI (Nov),USD,56.0,55.5,52.1,-3.9,High,-6.964,
2024-12-04 18:40:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2024-12-06 13:30:00,US,Non Farm Payrolls (Nov),USD,36.0,200.0,227.0,191.0,High,530.556,K
2024-12-06 13:30:00,US,Unemployment Rate (Nov),USD,4.1,4.2,4.2,0.1,High,2.439,%
2024-12-06 15:00:00,US,Michigan Consumer Sentiment (Dec),USD,71.8,73.0,74.0,2.2,High,3.064,
2024-12-11 07:30:00,US,Core CPI MoM (Nov),USD,0.3,0.3,0.3,0.0,High,0.0,%
2024-12-11 07:30:00,US,CPI YoY (Nov),USD,2.6,2.7,2.7,0.1,High,3.846,%
2024-12-11 07:30:00,US,CPI MoM (Nov),USD,0.2,0.3,0.3,0.1,High,50.0,%
2024-12-11 13:30:00,US,Inflation Rate MoM (Nov),USD,0.2,0.3,0.3,0.1,High,50.0,%
2024-12-11 13:30:00,US,Inflation Rate YoY (Nov),USD,2.6,2.7,2.7,0.1,High,3.846,%
2024-12-11 13:30:00,US,Core Inflation Rate MoM (Nov),USD,0.3,0.3,0.3,0.0,High,0.0,%
2024-12-11 13:30:00,US,Core Inflation Rate YoY (Nov),USD,3.3,3.3,3.3,0.0,High,0.0,%
2024-12-12 13:30:00,US,Producer Price Index MoM (Nov),USD,0.3,0.2,0.4,0.1,High,33.333,%
2024-12-17 13:30:00,US,Retail Sales MoM (Nov),USD,0.5,0.5,0.7,0.2,High,40.0,%
2024-12-18 13:30:00,US,Press Conference,USD,,,,,High,0.0,
2024-12-18 19:00:00,US,Fed Interest Rate Decision,USD,4.75,4.5,4.5,-0.25,High,-5.263,%
2024-12-18 19:00:00,US,FOMC Economic Projections,USD,,,,,High,0.0,
2024-12-18 19:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2024-12-19 07:30:00,US,Gross Domestic Product QoQ (Q3),USD,3.0,2.8,3.1,0.1,High,3.333,%
2024-12-20 13:30:00,US,Personal Income MoM (Nov),USD,0.7,0.4,0.3,-0.4,High,-57.143,%
2024-12-20 13:30:00,US,Core PCE Price Index MoM (Nov),USD,0.3,0.2,0.1,-0.2,High,-66.667,%
2024-12-20 13:30:00,US,Personal Spending MoM (Nov),USD,0.3,0.5,0.4,0.1,High,33.333,%
2024-12-23 09:00:00,US,CB Consumer Confidence (Dec),USD,112.8,112.9,104.7,-8.1,High,-7.181,
2024-12-23 14:30:00,US,Durable Goods Orders MoM (Nov),USD,0.8,-0.4,-1.1,-1.9,High,-237.5,%
2025-01-03 15:00:00,US,ISM Manufacturing PMI (Dec),USD,48.4,48.4,49.3,0.9,High,1.86,
2025-01-07 15:00:00,US,ISM Services PMI (Dec),USD,52.1,53.3,54.1,2.0,High,3.839,
2025-01-07 15:00:00,US,JOLTs Job Openings (Nov),USD,7.839,7.7,8.098,0.259,High,3.304,M
2025-01-07 15:00:00,US,ISM Non-Manufacturing PMI (Dec),USD,52.1,53.5,54.1,2.0,High,3.839,
2025-01-07 15:00:00,US,ISM Non-Manufacturing Prices (Dec),USD,58.2,57.5,64.4,6.2,High,10.653,
2025-01-08 19:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2025-01-10 13:30:00,US,Non Farm Payrolls (Dec),USD,212.0,160.0,256.0,44.0,High,20.755,K
2025-01-10 13:30:00,US,Unemployment Rate (Dec),USD,4.2,4.2,4.1,-0.1,High,-2.381,%
2025-01-10 15:00:00,US,Michigan Consumer Sentiment (Jan),USD,74.0,73.8,73.2,-0.8,High,-1.081,
2025-01-14 13:30:00,US,Producer Price Index MoM (Dec),USD,0.4,0.3,0.2,-0.2,High,-50.0,%
2025-01-15 13:30:00,US,Core Inflation Rate MoM (Dec),USD,0.3,0.2,0.2,-0.1,High,-33.333,%
2025-01-15 13:30:00,US,Core Inflation Rate YoY (Dec),USD,3.3,3.3,3.2,-0.1,High,-3.03,%
2025-01-15 13:30:00,US,Inflation Rate YoY (Dec),USD,2.7,2.9,2.9,0.2,High,7.407,%
2025-01-15 13:30:00,US,CPI MoM (Dec),USD,0.3,0.4,0.4,0.1,High,33.333,%
2025-01-15 13:30:00,US,Core CPI MoM (Dec),USD,0.3,0.3,0.2,-0.1,High,-33.333,%
2025-01-15 13:30:00,US,CPI YoY (Dec),USD,2.7,2.9,2.9,0.2,High,7.407,%
2025-01-15 13:30:00,US,Inflation Rate MoM (Dec),USD,0.3,0.3,0.4,0.1,High,33.333,%
2025-01-16 13:30:00,US,Retail Sales MoM (Dec),USD,0.8,0.6,0.4,-0.4,High,-50.0,%
2025-01-17 13:30:00,US,Housing Starts (Dec),USD,1.294,1.32,1.499,0.205,High,15.842,M
2025-01-17 13:30:00,US,Building Permits (Dec),USD,1.493,1.46,1.483,-0.01,High,-0.67,M
2025-01-20 17:00:00,US,Inauguration Day,USD,,,,,High,0.0,
2025-01-24 15:00:00,US,Existing Home Sales (Dec),USD,4.15,4.19,4.24,0.09,High,2.169,M
2025-01-28 13:30:00,US,Durable Goods Orders MoM (Dec),USD,-2.0,0.6,-2.2,-0.2,High,-10.0,%
2025-01-28 15:00:00,US,CB Consumer Confidence (Jan),USD,109.5,105.7,104.1,-5.4,High,-4.932,
2025-01-29 19:00:00,US,FOMC Economic Projections,USD,,,,,High,,
2025-01-29 19:00:00,US,Fed Interest Rate Decision,USD,4.5,4.5,4.5,0.0,High,0.0,%
2025-01-29 19:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2025-01-29 19:30:00,US,Press Conference,USD,,,,,High,,
2025-01-31 13:30:00,US,Personal Spending MoM (Dec),USD,0.6,0.5,0.7,0.1,High,16.667,%
2025-01-31 13:30:00,US,Core PCE Price Index MoM (Dec),USD,0.1,0.2,0.2,0.1,High,100.0,%
2025-01-31 13:30:00,US,Personal Income MoM (Dec),USD,0.3,0.4,0.4,0.1,High,33.333,%
2025-02-03 15:00:00,US,ISM Manufacturing PMI (Jan),USD,49.2,49.8,50.9,1.7,High,3.455,
2025-02-04 15:00:00,US,JOLTs Job Openings (Dec),USD,8.156,8.0,7.6,-0.556,High,-6.817,M
2025-02-05 15:00:00,US,ISM Services PMI (Jan),USD,54.0,54.3,52.8,-1.2,High,-2.222,
2025-02-05 15:00:00,US,ISM Non-Manufacturing Prices (Jan),USD,64.4,,60.4,-4.0,High,-6.211,
2025-02-05 15:00:00,US,ISM Non-Manufacturing PMI (Jan),USD,54.0,54.2,52.8,-1.2,High,-2.222,
2025-02-07 13:30:00,US,Unemployment Rate (Jan),USD,4.1,4.1,4.0,-0.1,High,-2.439,%
2025-02-07 13:30:00,US,Non Farm Payrolls (Jan),USD,307.0,170.0,143.0,-164.0,High,-53.42,K
2025-02-07 15:00:00,US,Monetary Policy Report,USD,,,,,High,,
2025-02-12 13:30:00,US,CPI MoM (Jan),USD,0.4,0.3,0.5,0.1,High,25.0,%
2025-02-12 13:30:00,US,CPI YoY (Jan),USD,2.9,2.9,3.0,0.1,High,3.448,%
2025-02-12 13:30:00,US,Core Inflation Rate MoM (Jan),USD,0.2,0.3,0.4,0.2,High,100.0,%
2025-02-12 13:30:00,US,Inflation Rate MoM (Jan),USD,0.4,0.3,0.5,0.1,High,25.0,%
2025-02-12 13:30:00,US,Core Inflation Rate YoY (Jan),USD,3.2,3.1,3.3,0.1,High,3.125,%
2025-02-12 13:30:00,US,Core CPI MoM (Jan),USD,0.2,0.3,0.4,0.2,High,100.0,%
2025-02-12 13:30:00,US,Inflation Rate YoY (Jan),USD,2.9,2.9,3.0,0.1,High,3.448,%
2025-02-12 15:00:00,US,Fed Chair Powell Testimony,USD,,,,,High,0.0,
2025-02-13 13:30:00,US,Producer Price Index MoM (Jan),USD,0.5,0.3,0.4,-0.1,High,-20.0,%
2025-02-19 13:30:00,US,Housing Starts (Jan),USD,1.515,1.4,1.366,-0.149,High,-9.835,M
2025-02-19 19:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2025-02-21 15:00:00,US,Existing Home Sales (Jan),USD,4.29,4.12,4.08,-0.21,High,-4.895,M
2025-02-25 15:00:00,US,CB Consumer Confidence (Feb),USD,105.3,102.7,98.3,-7.0,High,-6.648,
2025-02-27 13:30:00,US,Durable Goods Orders MoM (Jan),USD,-1.8,2.0,3.1,4.9,High,272.222,%
2025-02-28 13:30:00,US,Core PCE Price Index MoM (Jan),USD,0.2,0.3,0.3,0.1,High,50.0,%
2025-02-28 13:30:00,US,Personal Income MoM (Jan),USD,0.4,0.3,0.9,0.5,High,125.0,%
2025-02-28 13:30:00,US,Personal Spending MoM (Jan),USD,0.8,0.1,-0.2,-1.0,High,-125.0,%
2025-03-03 15:00:00,US,ISM Manufacturing PMI (Feb),USD,50.9,50.5,50.3,-0.6,High,-1.179,
2025-03-05 15:00:00,US,ISM Services PMI (Feb),USD,52.8,52.6,53.5,0.7,High,1.326,
2025-03-05 15:00:00,US,ISM Non-Manufacturing Prices (Feb),USD,60.4,60.0,62.6,2.2,High,3.642,
2025-03-05 15:00:00,US,ISM Non-Manufacturing PMI (Feb),USD,52.8,52.5,53.5,0.7,High,1.326,
2025-03-07 13:30:00,US,Unemployment Rate (Feb),USD,4.0,4.0,4.1,0.1,High,2.5,%
2025-03-07 13:30:00,US,Non Farm Payrolls (Feb),USD,125.0,160.0,151.0,26.0,High,20.8,K
2025-03-07 17:00:00,US,Monetary Policy Report,USD,,,,,High,0.0,
2025-03-07 17:30:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2025-03-11 14:00:00,US,JOLTs Job Openings (Jan),USD,7.508,7.63,7.74,0.232,High,3.09,M
2025-03-12 12:30:00,US,Core Inflation Rate MoM (Feb),USD,0.4,0.3,0.2,-0.2,High,-50.0,%
2025-03-12 12:30:00,US,Core CPI MoM (Feb),USD,0.4,0.3,0.2,-0.2,High,-50.0,%
2025-03-12 12:30:00,US,Core Inflation Rate YoY (Feb),USD,3.3,3.2,3.1,-0.2,High,-6.061,%
2025-03-12 12:30:00,US,Inflation Rate MoM (Feb),USD,0.5,0.3,0.2,-0.3,High,-60.0,%
2025-03-12 12:30:00,US,CPI MoM (Feb),USD,0.5,0.3,0.2,-0.3,High,-60.0,%
2025-03-12 12:30:00,US,Inflation Rate YoY (Feb),USD,3.0,2.9,2.8,-0.2,High,-6.667,%
2025-03-12 12:30:00,US,CPI YoY (Feb),USD,3.0,2.9,2.8,-0.2,High,-6.667,%
2025-03-13 12:30:00,US,Producer Price Index MoM (Feb),USD,0.6,0.3,0.0,-0.6,High,-100.0,%
2025-03-17 12:30:00,US,Retail Sales MoM (Feb),USD,-1.2,0.6,0.2,1.4,High,116.667,%
2025-03-18 12:30:00,US,Housing Starts (Feb),USD,1.35,1.38,1.501,0.151,High,11.185,M
2025-03-19 18:00:00,US,FOMC Economic Projections,USD,,,,,High,0.0,
2025-03-19 18:00:00,US,Fed Interest Rate Decision,USD,4.5,4.5,4.5,0.0,High,0.0,%
2025-03-19 18:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2025-03-19 18:30:00,US,Press Conference,USD,,,,,High,,
2025-03-20 14:00:00,US,Existing Home Sales (Feb),USD,4.09,3.95,4.26,0.17,High,4.156,M
2025-03-25 14:00:00,US,CB Consumer Confidence (Mar),USD,100.1,94.2,92.9,-7.2,High,-7.193,
2025-03-26 12:30:00,US,Durable Goods Orders MoM (Feb),USD,3.3,-1.0,0.9,-2.4,High,-72.727,%
2025-03-27 12:30:00,US,GDP Growth Rate QoQ (Q4),USD,3.1,2.3,2.4,-0.7,High,-22.581,%
2025-03-27 12:30:00,US,Gross Domestic Product QoQ (Q4),USD,3.1,2.3,2.4,-0.7,High,-22.581,%
2025-03-28 12:30:00,US,Personal Income MoM (Feb),USD,0.7,0.4,0.8,0.1,High,14.286,%
2025-03-28 12:30:00,US,Core PCE Price Index MoM (Feb),USD,0.3,0.3,0.4,0.1,High,33.333,%
2025-03-28 12:30:00,US,Personal Spending MoM (Feb),USD,-0.3,0.5,0.4,0.7,High,233.333,%
2025-04-01 14:00:00,US,ISM Manufacturing PMI (Mar),USD,50.3,49.5,49.0,-1.3,High,-2.584,
2025-04-01 14:00:00,US,JOLTs Job Openings (Feb),USD,7.762,7.63,7.568,-0.194,High,-2.499,M
2025-04-03 14:00:00,US,ISM Services PMI (Mar),USD,53.5,53.0,50.8,-2.7,High,-5.047,
2025-04-03 14:00:00,US,ISM Non-Manufacturing Prices (Mar),USD,62.6,63.1,60.9,-1.7,High,-2.716,
2025-04-03 14:00:00,US,ISM Non-Manufacturing PMI (Mar),USD,53.5,53.0,50.8,-2.7,High,-5.047,
2025-04-04 12:30:00,US,Unemployment Rate (Mar),USD,4.1,4.1,4.2,0.1,High,2.439,%
2025-04-04 12:30:00,US,Non Farm Payrolls (Mar),USD,117.0,135.0,228.0,111.0,High,94.872,K
2025-04-04 15:25:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2025-04-09 18:00:00,US,FOMC Minutes,USD,,,,,High,0.0,
2025-04-10 12:30:00,US,CPI MoM (Mar),USD,0.2,0.1,-0.1,-0.3,High,-150.0,%
2025-04-10 12:30:00,US,CPI YoY (Mar),USD,2.8,2.5,2.4,-0.4,High,-14.286,%
2025-04-10 12:30:00,US,Core CPI MoM (Mar),USD,0.2,0.3,0.1,-0.1,High,-50.0,%
2025-04-10 12:30:00,US,Inflation Rate YoY (Mar),USD,2.8,2.6,2.4,-0.4,High,-14.286,%
2025-04-10 12:30:00,US,Core Inflation Rate MoM (Mar),USD,0.2,0.3,0.1,-0.1,High,-50.0,%
2025-04-10 12:30:00,US,Inflation Rate MoM (Mar),USD,0.2,0.1,-0.1,-0.3,High,-150.0,%
2025-04-10 12:30:00,US,Core Inflation Rate YoY (Mar),USD,3.1,3.0,2.8,-0.3,High,-9.677,%
2025-04-11 12:30:00,US,Producer Price Index MoM (Mar),USD,0.1,0.2,-0.4,-0.5,High,-500.0,%
2025-04-16 12:30:00,US,Retail Sales MoM (Mar),USD,0.2,1.3,1.4,1.2,High,600.0,%
2025-04-16 17:30:00,US,Fed Chair Powell Speech,USD,,,,,High,0.0,
2025-04-17 12:30:00,US,Housing Starts (Mar),USD,1.494,1.42,1.324,-0.17,High,-11.379,M
2025-04-24 12:30:00,US,Durable Goods Orders MoM (Mar),USD,0.9,2.0,9.2,8.3,High,922.222,%
2025-04-24 14:00:00,US,Existing Home Sales (Mar),USD,4.27,4.13,4.02,-0.25,High,-5.855,M
2025-04-29 14:00:00,US,JOLTs Job Openings (Mar),USD,7.48,7.48,7.192,-0.288,High,-3.85,M
2025-04-29 14:00:00,US,CB Consumer Confidence (Apr),USD,93.9,87.7,86.0,-7.9,High,-8.413,
2025-04-30 12:30:00,US,GDP Growth Rate QoQ (Q1),USD,2.4,0.3,-0.3,-2.7,High,-112.5,%
2025-04-30 14:00:00,US,Core PCE Price Index MoM (Mar),USD,0.5,0.1,0.0,-0.5,High,-100.0,%
2025-04-30 14:00:00,US,Personal Income MoM (Mar),USD,0.7,0.4,0.5,-0.2,High,-28.571,%
2025-04-30 14:00:00,US,Personal Spending MoM (Mar),USD,0.5,0.5,0.7,0.2,High,40.0,%
2025-05-01 14:00:00,US,ISM Manufacturing PMI (Apr),USD,49.0,48.0,48.7,-0.3,High,-0.612,
2025-05-02 12:30:00,US,Non Farm Payrolls (Apr),USD,185.0,130.0,177.0,-8.0,High,-4.324,K
2025-05-02 12:30:00,US,Unemployment Rate (Apr),USD,4.2,4.2,4.2,0.0,High,0.0,%
2025-05-05 14:00:00,US,ISM Services PMI (Apr),USD,50.8,50.6,51.6,0.8,High,1.575,
2025-05-05 14:00:00,US,ISM Non-Manufacturing Prices (Apr),USD,60.9,61.2,65.1,4.2,High,6.897,
2025-05-05 14:00:00,US,ISM Non-Manufacturing PMI (Apr),USD,50.8,50.2,51.6,0.8,High,1.575,
2025-05-07 18:00:00,US,FOMC Economic Projections,USD,,,,,High,,
2025-05-07 18:00:00,US,Fed Interest Rate Decision,USD,4.5,4.5,4.5,0.0,High,0.0,%
2025-05-07 18:30:00,US,Press Conference,USD,,,,,High,,
2025-05-07 18:30:00,US,Fed Press Conference,USD,,,,,High,0.0,
2025-05-13 12:30:00,US,Inflation Rate YoY (Apr),USD,2.4,2.4,2.3,-0.1,High,-4.167,%
2025-05-13 12:30:00,US,Core Inflation Rate MoM (Apr),USD,0.1,0.3,0.2,0.1,High,100.0,%
2025-05-13 12:30:00,US,Core Inflation Rate YoY (Apr),USD,2.8,2.8,2.8,0.0,High,0.0,%
2025-05-13 12:30:00,US,Inflation Rate MoM (Apr),USD,-0.1,0.3,0.2,0.3,High,300.0,%
2025-05-13 12:30:00,US,Core CPI MoM (Apr),USD,0.1,0.3,0.2,0.1,High,100.0,%
2025-05-13 12:30:00,US,CPI YoY (Apr),USD,2.4,2.4,2.3,-0.1,High,-4.167,%
2025-05-13 12:30:00,US,CPI MoM (Apr),USD,-0.1,0.3,0.2,0.3,High,300.0,%
2025-05-15 12:30:00,US,Retail Sales MoM (Apr),USD,1.7,0.0,0.1,-1.6,High,-94.118,%
2025-05-15 12:30:00,US,Producer Price Index MoM (Apr),USD,0.0,0.2,-0.5,-0.5,High,0.0,%
2025-05-16 12:30:00,US,Housing Starts (Apr),USD,1.339,1.37,1.361,0.022,High,1.643,M
