symbol,date,open,high,low,close,volume
EURUSD,2026-04-08,1.15962,1.17218,1.15889,1.16622,309713
EURUSD,2026-04-07,1.15414,1.16052,1.15242,1.15976,183235
EURUSD,2026-04-06,1.15238,1.15716,1.15053,1.15433,148259
EURUSD,2026-04-05,1.15119,1.15701,1.15069,1.151,31438
EURUSD,2026-04-03,1.15385,1.15492,1.15134,1.15222,52697
EURUSD,2026-04-02,1.15888,1.16058,1.15092,1.154,211237
EURUSD,2026-04-01,1.1554,1.16272,1.15528,1.15908,197190
EURUSD,2026-03-31,1.14587,1.15634,1.14471,1.15532,225761
EURUSD,2026-03-30,1.15029,1.15213,1.14432,1.14618,150774
EURUSD,2026-03-29,1.14919,1.15234,1.14439,1.1492,34236
EURUSD,2026-03-27,1.15322,1.1548,1.15018,1.15114,144639
EURUSD,2026-03-26,1.1559,1.15724,1.15196,1.15294,154517
EURUSD,2026-03-25,1.16064,1.16307,1.15554,1.15592,187723
EURUSD,2026-03-24,1.16138,1.16284,1.1557,1.16076,262970
EURUSD,2026-03-23,1.15378,1.16399,1.14846,1.16112,386421
EURUSD,2026-03-22,1.15346,1.15644,1.15338,1.15617,39138
EURUSD,2026-03-20,1.15886,1.15952,1.15246,1.15711,246213
EURUSD,2026-03-19,1.14516,1.16164,1.1443,1.15891,282974
EURUSD,2026-03-18,1.1538,1.15554,1.14499,1.14516,229545
EURUSD,2026-03-17,1.1506,1.15472,1.1466,1.15401,211813
EURUSD,2026-03-16,1.1424,1.1525,1.14143,1.15056,226964
EURUSD,2026-03-15,1.1424,1.14566,1.1419,1.1453,30981
EURUSD,2026-03-13,1.1513,1.15298,1.1411,1.14164,176107
EURUSD,2026-03-12,1.15668,1.15745,1.15102,1.15109,166645
EURUSD,2026-03-11,1.16091,1.16456,1.15608,1.1567,199145
EURUSD,2026-03-10,1.16365,1.16672,1.16058,1.16084,227149
EURUSD,2026-03-09,1.1549,1.16378,1.15072,1.16372,326823
EURUSD,2026-03-08,1.1549,1.15574,1.15072,1.15158,61465
EURUSD,2026-03-06,1.16088,1.16214,1.15461,1.16168,227269
EURUSD,2026-03-05,1.16304,1.16474,1.1559,1.16086,233577
EURUSD,2026-03-04,1.1613,1.16549,1.15748,1.16354,200541
EURUSD,2026-03-03,1.16868,1.1707,1.15303,1.16124,259235
EURUSD,2026-03-02,1.17685,1.17958,1.16719,1.169,200346
EURUSD,2026-03-01,1.17685,1.17958,1.1756,1.17828,40558
EURUSD,2026-02-27,1.17972,1.1827,1.1789,1.18172,114503
EURUSD,2026-02-26,1.18089,1.1829,1.1774,1.17976,111059
EURUSD,2026-02-25,1.17734,1.18144,1.1771,1.18101,107060
EURUSD,2026-02-24,1.1789,1.17964,1.17662,1.17738,106542
EURUSD,2026-02-23,1.17963,1.18348,1.17744,1.17854,129380
EURUSD,2026-02-22,1.17963,1.18348,1.17931,1.18204,32896
EURUSD,2026-02-20,1.17715,1.18076,1.17434,1.17818,170151
EURUSD,2026-02-19,1.17845,1.18077,1.1742,1.17716,119902
EURUSD,2026-02-18,1.18529,1.18578,1.17822,1.17836,99817
EURUSD,2026-02-17,1.18507,1.18547,1.1805,1.18536,118284
EURUSD,2026-02-16,1.18709,1.18728,1.18464,1.18511,64865
EURUSD,2026-02-15,1.18709,1.18728,1.1859,1.18629,16511
EURUSD,2026-02-13,1.18681,1.18846,1.18471,1.18678,128437
EURUSD,2026-02-12,1.18724,1.189,1.18524,1.18712,146979
EURUSD,2026-02-11,1.18951,1.19274,1.18332,1.18714,165819
EURUSD,2026-02-10,1.19118,1.19288,1.18868,1.18948,125064
EURUSD,2026-02-09,1.18126,1.19268,1.18097,1.19151,147556
EURUSD,2026-02-08,1.18126,1.18337,1.18097,1.18254,26931
EURUSD,2026-02-06,1.17776,1.18262,1.17656,1.18168,113546
EURUSD,2026-02-05,1.18058,1.18218,1.1775,1.17792,171246
EURUSD,2026-02-04,1.18182,1.1838,1.17906,1.18055,152026
EURUSD,2026-02-03,1.1788,1.18292,1.178,1.1818,151797
EURUSD,2026-02-02,1.1851,1.18748,1.1776,1.17904,231634
EURUSD,2026-02-01,1.1851,1.18748,1.18398,1.18605,57824
EURUSD,2026-01-30,1.19693,1.19748,1.185,1.18506,272764
EURUSD,2026-01-29,1.19556,1.19966,1.19062,1.19707,216269
EURUSD,2026-01-28,1.20395,1.20475,1.18958,1.19538,227684
EURUSD,2026-01-27,1.18767,1.20831,1.18504,1.20409,211091
EURUSD,2026-01-26,1.18635,1.19072,1.1835,1.188,183658
EURUSD,2026-01-25,1.18635,1.18977,1.18444,1.1863,53247
EURUSD,2026-01-23,1.17528,1.18339,1.17283,1.18277,132583
EURUSD,2026-01-22,1.16854,1.17566,1.16698,1.17552,109328
EURUSD,2026-01-21,1.17245,1.1743,1.16762,1.16876,146522
EURUSD,2026-01-20,1.16427,1.17693,1.16326,1.17268,159238
EURUSD,2026-01-19,1.15802,1.16489,1.15782,1.1646,96722
EURUSD,2026-01-18,1.15802,1.16378,1.15782,1.16326,35497
EURUSD,2026-01-16,1.16088,1.16275,1.15845,1.15988,100800
EURUSD,2026-01-15,1.16469,1.16471,1.15932,1.16094,103093
EURUSD,2026-01-14,1.16436,1.16618,1.16353,1.16454,98247
EURUSD,2026-01-13,1.167,1.1678,1.16342,1.16428,105917
EURUSD,2026-01-12,1.1633,1.16985,1.16217,1.16668,106471
EURUSD,2026-01-11,1.1633,1.16714,1.16217,1.16543,23773
EURUSD,2026-01-09,1.16574,1.16622,1.16182,1.16364,112872
EURUSD,2026-01-08,1.16751,1.1683,1.16426,1.16589,92808
EURUSD,2026-01-07,1.16865,1.17027,1.16729,1.16759,107541
EURUSD,2026-01-06,1.17206,1.17429,1.1684,1.16888,108980
EURUSD,2026-01-05,1.17239,1.17288,1.16592,1.17216,125056
EURUSD,2026-01-04,1.17239,1.17239,1.16722,1.1682,27147
EURUSD,2026-01-02,1.17498,1.1765,1.17132,1.17196,93359
EURUSD,2026-01-01,1.17498,1.1765,1.17458,1.17556,10814
EURUSD,2025-12-31,1.17466,1.17595,1.172,1.17459,98218
EURUSD,2025-12-30,1.1771,1.17798,1.17434,1.1748,88254
EURUSD,2025-12-29,1.1768,1.17891,1.17494,1.17726,110335
EURUSD,2025-12-28,1.1768,1.17864,1.17652,1.17658,17768
EURUSD,2025-12-26,1.17805,1.17968,1.17616,1.1771,120235
EURUSD,2025-12-25,1.17805,1.17936,1.17767,1.17849,28296
EURUSD,2025-12-24,1.17927,1.1808,1.17726,1.1777,89163
EURUSD,2025-12-23,1.1758,1.18022,1.17571,1.17934,101721
EURUSD,2025-12-22,1.17196,1.17694,1.17064,1.17619,88227
EURUSD,2025-12-21,1.17196,1.17213,1.17064,1.17208,18714
EURUSD,2025-12-19,1.17203,1.17378,1.17024,1.17096,103815
EURUSD,2025-12-18,1.17408,1.17628,1.17124,1.17236,124575
EURUSD,2025-12-17,1.17476,1.17582,1.17031,1.17401,115848
EURUSD,2025-12-16,1.17521,1.18042,1.17346,1.1748,127188
EURUSD,2025-12-15,1.1733,1.1769,1.17265,1.17539,98726
EURUSD,2025-12-14,1.1733,1.17448,1.17286,1.17336,18810
EURUSD,2025-12-12,1.17388,1.17498,1.17196,1.17403,101244
EURUSD,2025-12-11,1.16928,1.17628,1.16823,1.17386,118971
EURUSD,2025-12-10,1.16275,1.16998,1.16216,1.16958,141058
EURUSD,2025-12-09,1.16352,1.16573,1.16151,1.16266,109991
EURUSD,2025-12-08,1.16401,1.16722,1.16165,1.1637,121540
EURUSD,2025-12-07,1.16401,1.16555,1.16395,1.16548,22023
EURUSD,2025-12-05,1.16464,1.16718,1.1628,1.16438,110152
EURUSD,2025-12-04,1.16716,1.1682,1.1641,1.16449,118830
EURUSD,2025-12-03,1.16242,1.16778,1.16211,1.16714,117230
EURUSD,2025-12-02,1.16104,1.1626,1.15912,1.16254,167222
EURUSD,2025-12-01,1.15938,1.16526,1.15894,1.16092,196895
EURUSD,2025-11-30,1.15935,1.16075,1.15913,1.16006,30135
EURUSD,2025-11-28,1.15962,1.16076,1.15553,1.15985,231273
EURUSD,2025-11-27,1.15935,1.16136,1.15766,1.1596,131100
EURUSD,2025-11-26,1.15706,1.16009,1.15471,1.15963,198788
EURUSD,2025-11-25,1.15218,1.15861,1.15116,1.15697,189353
EURUSD,2025-11-24,1.15193,1.15506,1.15019,1.15216,102705
EURUSD,2025-11-23,1.15193,1.15218,1.15019,1.15208,15721
EURUSD,2025-11-21,1.15275,1.15525,1.14912,1.1513,149797
EURUSD,2025-11-20,1.1539,1.155,1.15024,1.15285,148595
EURUSD,2025-11-19,1.15818,1.15975,1.15178,1.15384,127770
EURUSD,2025-11-18,1.15923,1.16078,1.15715,1.15807,117652
EURUSD,2025-11-17,1.16199,1.16246,1.1582,1.15923,100031
EURUSD,2025-11-16,1.16221,1.16241,1.16112,1.16141,17727
EURUSD,2025-11-14,1.16372,1.16538,1.1606,1.1622,170872
EURUSD,2025-11-13,1.1593,1.16562,1.1579,1.16345,129088
EURUSD,2025-11-12,1.1587,1.15977,1.1563,1.15932,171319
EURUSD,2025-11-11,1.15564,1.16059,1.15472,1.15825,165484
EURUSD,2025-11-10,1.15578,1.15831,1.15412,1.15571,160947
EURUSD,2025-11-09,1.1558,1.15582,1.15408,1.15429,25045
EURUSD,2025-11-07,1.1545,1.15911,1.15296,1.15664,175769
EURUSD,2025-11-06,1.14913,1.15523,1.14907,1.15471,178952
EURUSD,2025-11-05,1.14834,1.14981,1.14686,1.14925,173150
EURUSD,2025-11-04,1.152,1.15337,1.14732,1.14826,187975
EURUSD,2025-11-03,1.15317,1.15414,1.15052,1.1519,159404
EURUSD,2025-11-02,1.15296,1.1538,1.15251,1.15269,25149
EURUSD,2025-10-31,1.15673,1.15776,1.15216,1.15363,160458
EURUSD,2025-10-30,1.1601,1.16374,1.1547,1.15653,192841
EURUSD,2025-10-29,1.1651,1.16659,1.15776,1.16006,194620
EURUSD,2025-10-28,1.16456,1.16688,1.16256,1.16522,168543
EURUSD,2025-10-27,1.16358,1.1652,1.16178,1.1645,151219
EURUSD,2025-10-26,1.16358,1.16479,1.16258,1.16304,20298
EURUSD,2025-10-24,1.16168,1.16503,1.16009,1.16254,140619
EURUSD,2025-10-23,1.16124,1.16202,1.15854,1.16181,154170
EURUSD,2025-10-22,1.15998,1.16226,1.1577,1.161,181915
EURUSD,2025-10-21,1.16426,1.16553,1.15977,1.16,197409
EURUSD,2025-10-20,1.1667,1.16756,1.16382,1.16413,170275
EURUSD,2025-10-19,1.16575,1.16768,1.16454,1.16575,22220
EURUSD,2025-10-17,1.16857,1.17285,1.16502,1.16511,204637
EURUSD,2025-10-16,1.16458,1.16942,1.1643,1.16877,198843
EURUSD,2025-10-15,1.16078,1.16478,1.16019,1.16466,164119
EURUSD,2025-10-14,1.15704,1.16152,1.15424,1.16079,198052
EURUSD,2025-10-13,1.16114,1.16299,1.15575,1.15707,149491
EURUSD,2025-10-12,1.16024,1.16297,1.15594,1.16024,32409
EURUSD,2025-10-10,1.1561,1.16308,1.1557,1.16224,178530
EURUSD,2025-10-09,1.1627,1.16483,1.1542,1.15648,183825
EURUSD,2025-10-08,1.16568,1.16614,1.15984,1.1628,158234
EURUSD,2025-10-07,1.17102,1.17155,1.16477,1.16585,178696
EURUSD,2025-10-06,1.17266,1.17309,1.16518,1.17134,178698
EURUSD,2025-10-05,1.17125,1.17316,1.16541,1.17125,36049
EURUSD,2025-10-03,1.17146,1.17594,1.17146,1.17429,126798
EURUSD,2025-10-02,1.17308,1.17584,1.16832,1.17165,138035
EURUSD,2025-10-01,1.17356,1.17787,1.17155,1.17312,200007
EURUSD,2025-09-30,1.1727,1.17618,1.17122,1.17336,144958
EURUSD,2025-09-29,1.1703,1.17546,1.1702,1.17267,131696
EURUSD,2025-09-28,1.1703,1.1733,1.1702,1.17284,21198
EURUSD,2025-09-26,1.16615,1.17074,1.16582,1.17002,153207
EURUSD,2025-09-25,1.17395,1.1754,1.16456,1.1666,161288
EURUSD,2025-09-24,1.18139,1.18194,1.17282,1.1738,145268
EURUSD,2025-09-23,1.1798,1.182,1.1779,1.18148,190955
EURUSD,2025-09-22,1.17385,1.18032,1.17262,1.18025,175799
EURUSD,2025-09-21,1.17396,1.17475,1.1735,1.17361,4208
EURUSD,2025-09-19,1.17889,1.17928,1.17288,1.17472,193975
EURUSD,2025-09-18,1.18127,1.18484,1.17501,1.17861,223965
EURUSD,2025-09-17,1.18606,1.19188,1.18078,1.18126,204425
EURUSD,2025-09-16,1.17634,1.18784,1.17574,1.18668,205491
EURUSD,2025-09-15,1.17331,1.17746,1.17162,1.17609,166548
EURUSD,2025-09-14,1.17265,1.17744,1.17171,1.17265,13262
EURUSD,2025-09-12,1.17333,1.17478,1.1701,1.17352,120293
EURUSD,2025-09-11,1.16954,1.17461,1.16606,1.17354,154051
EURUSD,2025-09-10,1.17096,1.1731,1.16825,1.16943,143169
EURUSD,2025-09-09,1.17619,1.17801,1.17039,1.1711,141490
EURUSD,2025-09-08,1.1714,1.17658,1.17036,1.17633,121792
EURUSD,2025-09-07,1.17014,1.17233,1.17,1.1709,28297
EURUSD,2025-09-05,1.16494,1.17596,1.1648,1.1718,151459
EURUSD,2025-09-04,1.16618,1.16696,1.163,1.16507,117115
EURUSD,2025-09-03,1.16422,1.16822,1.16082,1.16612,127371
EURUSD,2025-09-02,1.17094,1.17183,1.1613,1.16424,167780
EURUSD,2025-09-01,1.1696,1.17365,1.16868,1.17114,82697
EURUSD,2025-08-31,1.1696,1.17165,1.16868,1.17074,16552
EURUSD,2025-08-29,1.16824,1.1709,1.16508,1.16858,117173
EURUSD,2025-08-28,1.16376,1.16975,1.1629,1.16825,112672
EURUSD,2025-08-27,1.16457,1.1648,1.1574,1.16376,111724
EURUSD,2025-08-26,1.16189,1.16654,1.16022,1.16408,146198
EURUSD,2025-08-25,1.17236,1.17284,1.16028,1.16204,100762
EURUSD,2025-08-24,1.17288,1.1733,1.1697,1.17074,15839
EURUSD,2025-08-22,1.16066,1.17428,1.1583,1.17219,146753
EURUSD,2025-08-21,1.16531,1.16629,1.16012,1.16064,120410
EURUSD,2025-08-20,1.16482,1.16739,1.16222,1.165,112854
EURUSD,2025-08-19,1.16617,1.16929,1.16392,1.16465,100262
EURUSD,2025-08-18,1.17133,1.17162,1.1656,1.16612,101097
EURUSD,2025-08-17,1.17041,1.17247,1.16973,1.17032,15236
EURUSD,2025-08-15,1.16502,1.17154,1.16462,1.1705,112684
EURUSD,2025-08-14,1.17058,1.17153,1.1631,1.16488,144506
EURUSD,2025-08-13,1.16804,1.17303,1.16692,1.17049,119582
EURUSD,2025-08-12,1.16147,1.16974,1.15988,1.16732,187442
EURUSD,2025-08-11,1.16496,1.16756,1.15902,1.1616,106961
EURUSD,2025-08-10,1.16496,1.16768,1.16419,1.16754,16671
EURUSD,2025-08-08,1.16654,1.16794,1.1629,1.16416,124659
EURUSD,2025-08-07,1.16577,1.16988,1.1611,1.1664,149731
EURUSD,2025-08-06,1.15742,1.16686,1.15643,1.16602,227364
EURUSD,2025-08-05,1.15704,1.1588,1.15278,1.15752,237946
EURUSD,2025-08-04,1.15924,1.1597,1.15496,1.15726,282020
EURUSD,2025-08-03,1.15982,1.16023,1.1554,1.1579,53892
EURUSD,2025-08-01,1.14172,1.15971,1.13916,1.15874,460850
EURUSD,2025-07-31,1.14066,1.14608,1.14033,1.14148,530030
EURUSD,2025-07-30,1.15474,1.15728,1.1401,1.14055,319392
EURUSD,2025-07-29,1.15912,1.15994,1.1519,1.15454,277816
EURUSD,2025-07-28,1.17558,1.17706,1.15853,1.15887,269889
EURUSD,2025-07-27,1.17562,1.17673,1.17502,1.17549,42187
EURUSD,2025-07-25,1.17394,1.1761,1.1703,1.17417,230444
EURUSD,2025-07-24,1.17702,1.17888,1.17306,1.1749,429700
EURUSD,2025-07-23,1.17544,1.17752,1.1711,1.1773,237178
EURUSD,2025-07-22,1.16928,1.17608,1.16788,1.17544,176919
EURUSD,2025-07-21,1.16297,1.17168,1.16147,1.16956,188186
EURUSD,2025-07-20,1.1633,1.1633,1.16216,1.16291,32957
EURUSD,2025-07-18,1.1594,1.16722,1.15938,1.16255,202087
EURUSD,2025-07-17,1.16372,1.16426,1.15569,1.15976,400668
EURUSD,2025-07-16,1.15998,1.17217,1.15624,1.16417,356651
EURUSD,2025-07-15,1.1665,1.16928,1.15929,1.16024,213777
EURUSD,2025-07-14,1.16702,1.16978,1.16543,1.16656,188197
EURUSD,2025-07-13,1.16645,1.17,1.16564,1.16783,40317
EURUSD,2025-07-11,1.1699,1.17142,1.16648,1.16911,243393
EURUSD,2025-07-10,1.17188,1.17497,1.16624,1.17006,381604
EURUSD,2025-07-09,1.17211,1.17294,1.16897,1.17218,193830
EURUSD,2025-07-08,1.17096,1.17654,1.16824,1.17256,241445
EURUSD,2025-07-07,1.17777,1.17902,1.16863,1.1708,238564
EURUSD,2025-07-06,1.17774,1.17899,1.17644,1.17744,35413
EURUSD,2025-07-04,1.17566,1.17875,1.17507,1.17706,217956
EURUSD,2025-07-03,1.17986,1.18101,1.17168,1.17566,499958
EURUSD,2025-07-02,1.18062,1.181,1.17467,1.17986,269441
EURUSD,2025-07-01,1.17871,1.183,1.17612,1.18062,578966
EURUSD,2025-06-30,1.17274,1.17882,1.17074,1.17868,273438
EURUSD,2025-06-29,1.17371,1.17412,1.17118,1.17149,40459
EURUSD,2025-06-27,1.16999,1.17537,1.16806,1.17163,307368
EURUSD,2025-06-26,1.16585,1.17447,1.16526,1.16999,664104
EURUSD,2025-06-25,1.1609,1.16648,1.15897,1.16585,243265
EURUSD,2025-06-24,1.1576,1.16413,1.15735,1.1609,359815
EURUSD,2025-06-23,1.14549,1.15814,1.14519,1.1576,409701
EURUSD,2025-06-22,1.15101,1.15101,1.14548,1.14963,80079
EURUSD,2025-06-20,1.14935,1.15435,1.14896,1.15211,278801
EURUSD,2025-06-19,1.14791,1.14998,1.14458,1.14935,477726
EURUSD,2025-06-18,1.14793,1.15301,1.14602,1.14791,346694
EURUSD,2025-06-17,1.15593,1.15794,1.14743,1.14793,331150
EURUSD,2025-06-16,1.15253,1.16144,1.15232,1.15593,309500
EURUSD,2025-06-15,1.1542,1.155,1.1526,1.15262,64429
EURUSD,2025-06-13,1.15804,1.16142,1.14884,1.1551,430033
EURUSD,2025-06-12,1.14873,1.16311,1.14831,1.15804,747418
EURUSD,2025-06-11,1.14202,1.14993,1.1405,1.14873,292490
EURUSD,2025-06-10,1.14175,1.14474,1.13724,1.14202,260106
EURUSD,2025-06-09,1.13936,1.1439,1.13861,1.14175,188219
EURUSD,2025-06-08,1.14078,1.14403,1.13876,1.14078,27684
EURUSD,2025-06-06,1.14443,1.1457,1.13713,1.13927,315997
EURUSD,2025-06-05,1.14168,1.14948,1.14043,1.14443,700240
EURUSD,2025-06-04,1.13696,1.14342,1.13569,1.14168,298352
EURUSD,2025-06-03,1.1439,1.14544,1.13636,1.13696,275272
EURUSD,2025-06-02,1.13531,1.14494,1.13447,1.1439,301649
EURUSD,2025-06-01,1.13465,1.1361,1.13457,1.13525,50551
EURUSD,2025-05-30,1.13658,1.13895,1.13122,1.13463,355051
EURUSD,2025-05-29,1.12905,1.13843,1.12101,1.13658,744814
EURUSD,2025-05-28,1.13264,1.13448,1.12833,1.12905,295802
EURUSD,2025-05-27,1.13811,1.1407,1.13229,1.13264,286337
EURUSD,2025-05-26,1.13653,1.14185,1.13587,1.13811,192902
EURUSD,2025-05-25,1.13766,1.1422,1.13649,1.14082,67311
EURUSD,2025-05-23,1.12783,1.13753,1.12763,1.13575,364066
EURUSD,2025-05-22,1.13283,1.13447,1.12553,1.12783,755850
EURUSD,2025-05-21,1.12818,1.13624,1.12775,1.13283,338751
EURUSD,2025-05-20,1.12409,1.12855,1.12176,1.12818,290343
EURUSD,2025-05-19,1.11793,1.1288,1.11696,1.12409,350421
EURUSD,2025-05-18,1.11903,1.11939,1.118,1.11883,61231
EURUSD,2025-05-16,1.1184,1.12193,1.11307,1.11614,259873
EURUSD,2025-05-15,1.11739,1.1228,1.11683,1.1184,544510
EURUSD,2025-05-14,1.11841,1.12656,1.11642,1.11739,349022
EURUSD,2025-05-13,1.10819,1.11945,1.10819,1.11841,299556
EURUSD,2025-05-12,1.11834,1.12424,1.10649,1.10819,450138
EURUSD,2025-05-11,1.12537,1.12549,1.11995,1.1229,62807
EURUSD,2025-05-09,1.12247,1.12925,1.11963,1.12459,264911
EURUSD,2025-05-08,1.12995,1.1336,1.12116,1.12247,738164
EURUSD,2025-05-07,1.13665,1.13779,1.12912,1.12995,367064
EURUSD,2025-05-06,1.1314,1.1381,1.12793,1.13665,309321
EURUSD,2025-05-05,1.13007,1.13646,1.1294,1.1314,291118
EURUSD,2025-05-04,1.1302,1.13494,1.12994,1.13301,50457
EURUSD,2025-05-02,1.12863,1.13806,1.12738,1.12981,376140
EURUSD,2025-05-01,1.13276,1.13408,1.12654,1.12863,555216
EURUSD,2025-04-30,1.13854,1.13993,1.13168,1.13276,324034
EURUSD,2025-04-29,1.14173,1.14216,1.13697,1.13854,314227
EURUSD,2025-04-28,1.13584,1.14247,1.13291,1.14173,291184
EURUSD,2025-04-27,1.13817,1.13817,1.13469,1.13589,39452
EURUSD,2025-04-25,1.13879,1.13914,1.13152,1.13619,318763
EURUSD,2025-04-24,1.13133,1.13977,1.13133,1.13879,680504
EURUSD,2025-04-23,1.14193,1.14396,1.13072,1.13133,555575
EURUSD,2025-04-22,1.15131,1.1547,1.14171,1.14193,428917
EURUSD,2025-04-21,1.13913,1.15729,1.13913,1.15131,358607
EURUSD,2025-04-20,1.13913,1.15295,1.13913,1.15149,94645
