date,open,high,low,close
2023-08-07,1.1008,1.10166,1.09653,1.10023
2023-08-08,1.10023,1.10111,1.09289,1.09563
2023-08-09,1.09563,1.09953,1.09494,1.09738
2023-08-10,1.09738,1.10649,1.09672,1.09808
2023-08-11,1.09808,1.10049,1.09428,1.09445
2023-08-14,1.0951,1.09602,1.08746,1.09056
2023-08-15,1.09056,1.09524,1.08964,1.09014
2023-08-16,1.09014,1.09345,1.08714,1.08792
2023-08-17,1.08792,1.09183,1.08563,1.0872
2023-08-18,1.0872,1.08938,1.08448,1.08682
2023-08-21,1.08659,1.09137,1.08659,1.08956
2023-08-22,1.08956,1.09304,1.08328,1.08453
2023-08-23,1.08453,1.08716,1.08023,1.08629
2023-08-24,1.08629,1.08766,1.08049,1.08103
2023-08-25,1.08103,1.08417,1.07658,1.07946
2023-08-28,1.07948,1.08222,1.0792,1.08188
2023-08-29,1.08188,1.08919,1.0782,1.08798
2023-08-30,1.08798,1.09454,1.08551,1.09231
2023-08-31,1.09231,1.09395,1.0835,1.08433
2023-09-01,1.08433,1.0882,1.0772,1.07731
2023-09-04,1.07765,1.08088,1.07716,1.07938
2023-09-05,1.07938,1.07983,1.07059,1.0722
2023-09-06,1.0722,1.07488,1.07023,1.07269
2023-09-07,1.07269,1.07317,1.06858,1.06957
2023-09-08,1.06957,1.07438,1.0694,1.06982
2023-09-11,1.07146,1.07593,1.07072,1.07502
2023-09-12,1.07502,1.07679,1.07055,1.07538
2023-09-13,1.07538,1.07649,1.07107,1.07292
2023-09-14,1.07292,1.07521,1.06318,1.06429
2023-09-15,1.06429,1.06878,1.06333,1.06596
2023-09-18,1.06598,1.06986,1.06545,1.06915
2023-09-19,1.06915,1.07179,1.0675,1.06792
2023-09-20,1.06792,1.07368,1.065,1.06605
2023-09-21,1.06605,1.06736,1.06167,1.06579
2023-09-22,1.06579,1.06717,1.06147,1.06452
2023-09-25,1.06452,1.06556,1.05751,1.0593
2023-09-26,1.0593,1.06091,1.0562,1.05722
2023-09-27,1.05722,1.05743,1.04881,1.05022
2023-09-28,1.05022,1.05788,1.04909,1.05654
2023-09-29,1.05654,1.06171,1.05565,1.05739
2023-10-02,1.05661,1.05918,1.04766,1.04771
2023-10-03,1.04771,1.04935,1.04482,1.04663
2023-10-04,1.04663,1.05322,1.04513,1.05036
2023-10-05,1.05036,1.05518,1.04999,1.05468
2023-10-06,1.05468,1.06,1.04821,1.05844
2023-10-09,1.05493,1.05744,1.05193,1.05665
2023-10-10,1.05665,1.06197,1.05543,1.06051
2023-10-11,1.06051,1.06347,1.05795,1.06193
2023-10-12,1.06193,1.06396,1.05256,1.0528
2023-10-13,1.0528,1.05585,1.04953,1.05067
2023-10-16,1.0514,1.05627,1.05084,1.05602
2023-10-17,1.05602,1.05948,1.05328,1.05771
2023-10-18,1.05771,1.05942,1.0523,1.05365
2023-10-19,1.05365,1.06164,1.05281,1.05823
2023-10-20,1.05823,1.06037,1.05648,1.0593
2023-10-23,1.0595,1.06779,1.05714,1.06685
2023-10-24,1.06685,1.06945,1.05829,1.05895
2023-10-25,1.05895,1.06067,1.05653,1.05659
2023-10-26,1.05659,1.05692,1.05211,1.05621
2023-10-27,1.05621,1.0597,1.05352,1.05586
2023-10-30,1.05626,1.06253,1.05471,1.0615
2023-10-31,1.0615,1.06749,1.05574,1.05744
2023-11-01,1.05744,1.05806,1.05165,1.05698
2023-11-02,1.05698,1.06675,1.05645,1.06216
2023-11-03,1.06216,1.07467,1.06145,1.07277
2023-11-06,1.07215,1.07563,1.07163,1.07172
2023-11-07,1.07172,1.07221,1.0664,1.06997
2023-11-08,1.06997,1.0716,1.06592,1.0709
2023-11-09,1.0709,1.07255,1.06601,1.06673
2023-11-10,1.06673,1.06928,1.06561,1.06842
2023-11-13,1.0683,1.07062,1.0665,1.06986
2023-11-14,1.06986,1.08874,1.06928,1.08787
2023-11-15,1.08787,1.08858,1.08315,1.08464
2023-11-16,1.08464,1.08956,1.08299,1.08519
2023-11-17,1.08519,1.09139,1.08246,1.09088
2023-11-20,1.09089,1.09518,1.08974,1.09401
2023-11-21,1.09401,1.09652,1.08999,1.09108
2023-11-22,1.09108,1.09229,1.08522,1.08882
2023-11-23,1.08882,1.09306,1.08821,1.0902
2023-11-24,1.0902,1.09487,1.0895,1.09328
2023-11-27,1.09432,1.09591,1.09248,1.09535
2023-11-28,1.09535,1.10089,1.09344,1.09926
2023-11-29,1.09926,1.10171,1.096,1.09692
2023-11-30,1.09692,1.09839,1.08792,1.08851
2023-12-01,1.08851,1.09127,1.08286,1.08789
2023-12-04,1.08745,1.08949,1.08039,1.08358
2023-12-05,1.08358,1.08475,1.07781,1.0796
2023-12-06,1.0796,1.08047,1.07586,1.07641
2023-12-07,1.07641,1.08177,1.0755,1.07935
2023-12-08,1.07935,1.08007,1.07238,1.07588
2023-12-11,1.07585,1.0779,1.07415,1.07645
2023-12-12,1.07645,1.08277,1.07582,1.07941
2023-12-13,1.07941,1.08966,1.0773,1.08739
2023-12-14,1.08739,1.10093,1.08698,1.0992
2023-12-15,1.0992,1.10037,1.08884,1.08937
2023-12-18,1.08968,1.09312,1.08918,1.09235
2023-12-19,1.09235,1.09874,1.09116,1.09807
2023-12-20,1.09807,1.09835,1.09296,1.09392
2023-12-21,1.09392,1.10126,1.09352,1.10107
2023-12-22,1.10107,1.10401,1.09936,1.1014
2023-12-25,1.1019,1.1019,1.1005,1.10073
2023-12-26,1.10073,1.10451,1.10073,1.10419
2023-12-27,1.10419,1.11227,1.10284,1.1105
2023-12-28,1.1105,1.11393,1.10552,1.10612
2023-12-29,1.10612,1.10842,1.10339,1.10375
2024-01-01,1.10368,1.10368,1.10367,1.10368
2024-01-02,1.10368,1.10388,1.09381,1.09391
2024-01-03,1.09391,1.09654,1.08926,1.09214
2024-01-04,1.09214,1.09722,1.09141,1.09444
2024-01-05,1.09444,1.09984,1.08767,1.09409
2024-01-08,1.09432,1.09788,1.09226,1.09503
2024-01-09,1.09503,1.09664,1.09101,1.09307
2024-01-10,1.09307,1.09729,1.09228,1.09724
2024-01-11,1.09724,1.09994,1.09302,1.0972
2024-01-12,1.0972,1.09868,1.09359,1.09485
2024-01-15,1.09499,1.09674,1.09334,1.09481
2024-01-16,1.09481,1.09511,1.08617,1.08751
2024-01-17,1.08751,1.08844,1.08444,1.08823
2024-01-18,1.08823,1.09067,1.08466,1.08761
2024-01-19,1.08761,1.0898,1.08657,1.08971
2024-01-22,1.08894,1.09094,1.08799,1.08825
2024-01-23,1.08825,1.09162,1.08215,1.08533
2024-01-24,1.08533,1.09323,1.08441,1.08846
2024-01-25,1.08846,1.09017,1.08215,1.08461
2024-01-26,1.08461,1.08856,1.08128,1.08531
2024-01-29,1.08405,1.08501,1.07958,1.08311
2024-01-30,1.08311,1.08574,1.08119,1.08454
2024-01-31,1.08454,1.08875,1.07947,1.0818
2024-02-01,1.0818,1.08748,1.07798,1.08715
2024-02-02,1.08715,1.08975,1.07804,1.07864
2024-02-05,1.0782,1.07865,1.07231,1.07423
2024-02-06,1.07423,1.07623,1.07225,1.07542
2024-02-07,1.07542,1.07839,1.07487,1.0772
2024-02-08,1.0772,1.07888,1.07414,1.07775
2024-02-09,1.07775,1.07955,1.07621,1.0783
2024-02-12,1.07776,1.08055,1.07558,1.0772
2024-02-13,1.0772,1.07946,1.07004,1.07085
2024-02-14,1.07085,1.07344,1.06949,1.07274
2024-02-15,1.07274,1.07848,1.07235,1.07724
2024-02-16,1.07724,1.07874,1.0732,1.07743
2024-02-19,1.0772,1.07894,1.07619,1.07769
2024-02-20,1.07769,1.08387,1.07615,1.08075
2024-02-21,1.08075,1.08244,1.07899,1.08189
2024-02-22,1.08189,1.08883,1.08027,1.08226
2024-02-23,1.08226,1.08395,1.08118,1.08175
2024-02-26,1.08319,1.08597,1.08126,1.0851
2024-02-27,1.0851,1.08659,1.08329,1.08441
2024-02-28,1.08441,1.08462,1.07965,1.08382
2024-02-29,1.08382,1.08558,1.07958,1.08052
2024-03-01,1.08052,1.08432,1.07977,1.08374
2024-03-04,1.08345,1.08667,1.08345,1.08555
2024-03-05,1.08555,1.08761,1.08401,1.08565
2024-03-06,1.08565,1.09154,1.0842,1.08985
2024-03-07,1.08985,1.09492,1.08677,1.0948
2024-03-08,1.0948,1.09812,1.09178,1.09343
2024-03-11,1.09426,1.09481,1.09145,1.09257
2024-03-12,1.09257,1.09438,1.09022,1.09266
2024-03-13,1.09266,1.09638,1.09199,1.09475
2024-03-14,1.09475,1.09547,1.08806,1.0883
2024-03-15,1.0883,1.08997,1.08728,1.08875
2024-03-18,1.08901,1.09061,1.0866,1.08722
2024-03-19,1.08722,1.08766,1.08346,1.08656
2024-03-20,1.08656,1.09228,1.08364,1.09218
2024-03-21,1.09218,1.09425,1.08554,1.08597
2024-03-22,1.08597,1.0868,1.08017,1.08066
2024-03-25,1.08076,1.08424,1.0802,1.08372
2024-03-26,1.08372,1.08643,1.08242,1.0831
2024-03-27,1.0831,1.0839,1.08107,1.08278
2024-03-28,1.08278,1.08278,1.0775,1.07861
2024-03-29,1.07861,1.08047,1.07677,1.07894
2024-04-01,1.07843,1.07987,1.07309,1.07428
2024-04-02,1.07428,1.0779,1.07246,1.07692
2024-04-03,1.07692,1.08368,1.07639,1.08359
2024-04-04,1.08359,1.08765,1.08318,1.08368
2024-04-05,1.08368,1.08479,1.07913,1.0836
2024-04-08,1.08343,1.08622,1.08209,1.08591
2024-04-09,1.08591,1.0885,1.08476,1.08568
2024-04-10,1.08568,1.08665,1.07287,1.07423
2024-04-11,1.07423,1.07564,1.0699,1.07259
2024-04-12,1.07259,1.07293,1.06224,1.06384
2024-04-15,1.06337,1.06652,1.06202,1.06241
2024-04-16,1.06241,1.06536,1.06011,1.06186
2024-04-17,1.06186,1.06795,1.06059,1.06727
2024-04-18,1.06727,1.069,1.06413,1.06432
2024-04-19,1.06432,1.06776,1.06104,1.06521
2024-04-22,1.0657,1.06707,1.06239,1.06539
2024-04-23,1.06539,1.07113,1.06385,1.07011
2024-04-24,1.07011,1.07142,1.0678,1.06987
2024-04-25,1.06987,1.07404,1.06782,1.07298
2024-04-26,1.07298,1.07528,1.06739,1.06909
2024-04-29,1.06926,1.07337,1.06901,1.07208
2024-04-30,1.07208,1.07354,1.06646,1.06654
2024-05-01,1.06654,1.07328,1.06494,1.0712
2024-05-02,1.0712,1.07302,1.06741,1.07252
2024-05-03,1.07252,1.08122,1.07222,1.07583
2024-05-06,1.0758,1.07908,1.07552,1.07677
2024-05-07,1.07677,1.07873,1.07478,1.07544
2024-05-08,1.07544,1.07574,1.0735,1.07481
2024-05-09,1.07481,1.07845,1.07239,1.07818
2024-05-10,1.07818,1.07901,1.07603,1.07673
2024-05-13,1.07682,1.08068,1.07657,1.07895
2024-05-14,1.07895,1.08256,1.07665,1.08191
2024-05-15,1.08191,1.0886,1.08129,1.08841
2024-05-16,1.08841,1.08949,1.08544,1.08669
2024-05-17,1.08669,1.08785,1.08356,1.0867
2024-05-20,1.08658,1.08845,1.0854,1.08566
2024-05-21,1.08566,1.08747,1.08425,1.08538
2024-05-22,1.08538,1.08634,1.08174,1.08225
2024-05-23,1.08225,1.08611,1.08047,1.08147
2024-05-24,1.08147,1.08578,1.08054,1.08459
2024-05-27,1.08462,1.08674,1.08406,1.08572
2024-05-28,1.08572,1.0889,1.08501,1.08567
2024-05-29,1.08567,1.08612,1.07998,1.08008
2024-05-30,1.08008,1.08451,1.07882,1.08319
2024-05-31,1.08319,1.08823,1.08112,1.08475
2024-06-03,1.08443,1.09047,1.08278,1.09042
2024-06-04,1.09042,1.0916,1.08588,1.08789
2024-06-05,1.08789,1.08915,1.08543,1.08684
2024-06-06,1.08684,1.0902,1.08619,1.08875
2024-06-07,1.08875,1.09018,1.07976,1.07976
2024-06-10,1.0774,1.07816,1.07326,1.07651
2024-06-11,1.07651,1.07734,1.07194,1.07404
2024-06-12,1.07404,1.08522,1.07346,1.08085
2024-06-13,1.08085,1.08164,1.07328,1.07371
2024-06-14,1.07371,1.07448,1.06675,1.07023
2024-06-17,1.07014,1.07378,1.06862,1.0734
2024-06-18,1.0734,1.07615,1.07099,1.07395
2024-06-19,1.07395,1.07535,1.07247,1.07412
2024-06-20,1.07412,1.07486,1.07014,1.07015
2024-06-21,1.07015,1.07205,1.06709,1.0691
2024-06-24,1.06798,1.07464,1.06798,1.0732
2024-06-25,1.0732,1.07442,1.06904,1.07138
2024-06-26,1.07138,1.07179,1.0666,1.06804
2024-06-27,1.06804,1.07264,1.06763,1.07035
2024-06-28,1.07035,1.07247,1.06852,1.07108
2024-07-01,1.07432,1.07764,1.07194,1.07402
2024-07-02,1.07402,1.07472,1.07099,1.0745
2024-07-03,1.0745,1.08168,1.0736,1.07841
2024-07-04,1.07841,1.08138,1.07815,1.08106
2024-07-05,1.08106,1.08426,1.07945,1.08382
2024-07-08,1.08004,1.08451,1.07991,1.08237
2024-07-09,1.08237,1.08334,1.08054,1.08135
2024-07-10,1.08135,1.08305,1.08103,1.08298
2024-07-11,1.08298,1.09,1.08249,1.08676
2024-07-12,1.08676,1.09113,1.08617,1.09043
2024-07-15,1.08826,1.09223,1.08806,1.08938
2024-07-16,1.08938,1.09054,1.08715,1.08992
2024-07-17,1.08992,1.0948,1.0895,1.09389
2024-07-18,1.09389,1.0941,1.08935,1.08964
2024-07-19,1.08964,1.09017,1.08756,1.0881
2024-07-22,1.08866,1.09028,1.0873,1.08907
2024-07-23,1.08907,1.08967,1.08437,1.08538
2024-07-24,1.08538,1.08665,1.08256,1.08397
2024-07-25,1.08397,1.087,1.08282,1.08456
2024-07-26,1.08456,1.08681,1.0842,1.08545
2024-07-29,1.08556,1.08699,1.08027,1.08206
2024-07-30,1.08206,1.08358,1.07981,1.0815
2024-07-31,1.0815,1.08493,1.08017,1.08256
2024-08-01,1.08256,1.08354,1.07774,1.07911
2024-08-02,1.07911,1.09266,1.07817,1.09085
2024-08-05,1.09224,1.10089,1.08926,1.09524
2024-08-06,1.09524,1.09631,1.09035,1.09296
2024-08-07,1.09296,1.09366,1.09052,1.09213
2024-08-08,1.09213,1.09452,1.08813,1.09186
2024-08-09,1.09186,1.09313,1.0909,1.09145
2024-08-12,1.09109,1.09393,1.09099,1.09313
2024-08-13,1.09313,1.09996,1.09137,1.09936
2024-08-14,1.09936,1.10474,1.09815,1.10122
2024-08-15,1.10122,1.10155,1.09495,1.09722
2024-08-16,1.09722,1.10294,1.09685,1.10265
2024-08-19,1.10255,1.10864,1.10227,1.10849
2024-08-20,1.10849,1.11304,1.10717,1.11295
2024-08-21,1.11295,1.11741,1.10989,1.11493
2024-08-22,1.11493,1.11648,1.10981,1.1112
2024-08-23,1.1112,1.12009,1.11053,1.1189
2024-08-26,1.11867,1.12016,1.11499,1.11609
2024-08-27,1.11609,1.11906,1.11498,1.11841
2024-08-28,1.11841,1.11849,1.11049,1.11195
2024-08-29,1.11195,1.11398,1.10555,1.10774
2024-08-30,1.10774,1.1095,1.10425,1.10453
2024-09-02,1.10448,1.10774,1.10409,1.10696
2024-09-03,1.10696,1.10728,1.10263,1.10431
2024-09-04,1.10431,1.10951,1.10362,1.1082
2024-09-05,1.1082,1.11197,1.10746,1.11102
2024-09-06,1.11102,1.11554,1.10655,1.10835
2024-09-09,1.10832,1.1091,1.10335,1.10348
2024-09-10,1.10348,1.10496,1.10151,1.10194
2024-09-11,1.10194,1.10548,1.10019,1.10119
2024-09-12,1.10119,1.10751,1.10054,1.10743
2024-09-13,1.10743,1.11019,1.10703,1.10719
2024-09-16,1.10762,1.11376,1.10742,1.11326
2024-09-17,1.11323,1.1146,1.11102,1.11132
2024-09-18,1.11132,1.11888,1.10963,1.11184
2024-09-19,1.11184,1.11786,1.1068,1.11611
2024-09-20,1.11611,1.11815,1.11357,1.11598
2024-09-23,1.11561,1.1167,1.10828,1.11108
2024-09-24,1.11108,1.11804,1.1103,1.11791
2024-09-25,1.11791,1.12138,1.11212,1.11322
2024-09-26,1.11322,1.11889,1.11253,1.11764
2024-09-27,1.11764,1.12027,1.11242,1.11593
2024-09-30,1.115,1.12087,1.11132,1.11345
2024-10-01,1.11345,1.11437,1.10454,1.10675
2024-10-02,1.10675,1.10826,1.10322,1.10443
2024-10-03,1.10443,1.10489,1.10079,1.10298
2024-10-04,1.10298,1.10393,1.09509,1.09717
2024-10-07,1.09621,1.09865,1.09539,1.09739
2024-10-08,1.09739,1.09969,1.09606,1.09797
2024-10-09,1.09797,1.09807,1.09358,1.09388
2024-10-10,1.09388,1.09546,1.08996,1.09362
2024-10-11,1.09362,1.09534,1.09257,1.09355
2024-10-14,1.09313,1.09364,1.08878,1.09082
2024-10-15,1.09082,1.09165,1.08815,1.08904
2024-10-16,1.08904,1.09011,1.08528,1.08616
2024-10-17,1.08616,1.08732,1.08107,1.08308
2024-10-18,1.08308,1.08691,1.08249,1.08652
2024-10-21,1.08599,1.08713,1.08107,1.08146
2024-10-22,1.08146,1.08377,1.07923,1.07962
2024-10-23,1.07962,1.08064,1.07608,1.07815
2024-10-24,1.07815,1.08295,1.07701,1.08272
2024-10-25,1.08272,1.0839,1.07909,1.07936
2024-10-28,1.07917,1.08273,1.07817,1.08117
2024-10-29,1.08117,1.0826,1.07686,1.08179
2024-10-30,1.08179,1.0871,1.08075,1.08553
2024-10-31,1.08553,1.08879,1.08438,1.08831
2024-11-01,1.08831,1.09054,1.08301,1.08316
2024-11-04,1.08747,1.09144,1.08695,1.08768
2024-11-05,1.08768,1.09362,1.08721,1.09293
2024-11-06,1.09293,1.09367,1.06822,1.0728
2024-11-07,1.0728,1.08243,1.07124,1.08024
